UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
101295,,,,,,,,395.0,,194.0,,,,,,30.0,8.0,5.0,7.0,,,28.0,,78.0,16.0,
101301,,,,,,,,175.0,,72.0,,,,,,21.0,6.0,2.0,11.0,,,21.0,,26.0,1.0,1.0
101365,,,,,,,,35.0,,19.0,,,,,,2.0,,,,,,1.0,,5.0,,
101435,,,,,,,,200.0,,70.0,,1.0,,,,20.0,18.0,4.0,40.0,1.0,,23.0,,10.0,,
101453,,,,,,,,29.0,,4.0,,,,,,8.0,4.0,1.0,,,,3.0,,6.0,,
101462,,,,,,,,85.0,,35.0,,,,,,4.0,5.0,2.0,,,,2.0,,16.0,,
101471,,,,,,,,108.0,,39.0,,,,,,8.0,7.0,1.0,3.0,,,3.0,,15.0,,1.0
101480,,,,,,,,993.0,,376.0,,,,,,100.0,37.0,45.0,111.0,,,134.0,,122.0,36.0,6.0
101505,,,,,,,,501.0,,249.0,,,,,,9.0,13.0,6.0,12.0,,,42.0,,106.0,7.0,
101514,,,,,,,,529.0,,255.0,,,,,,36.0,6.0,24.0,30.0,,,27.0,,103.0,10.0,
101541,,,,,,,,110.0,,46.0,,1.0,,,,4.0,3.0,3.0,4.0,,,17.0,2.0,10.0,3.0,
101569,,,,,,,,290.0,,132.0,,,,,,27.0,6.0,5.0,13.0,0.0,,19.0,6.0,58.0,4.0,1.0
101587,,,,,,,,489.0,,157.0,2.0,10.0,,,,54.0,24.0,11.0,53.0,,,55.0,,61.0,20.0,5.0
101602,,,,,,,,149.0,,72.0,,,,,,12.0,8.0,4.0,14.0,,,4.0,,24.0,1.0,0.0
101648,,,,,,,,114.0,,22.0,,,,,,12.0,5.0,1.0,7.0,1.0,,21.0,3.0,14.0,4.0,1.0
101675,,,,,,,,288.0,,94.0,,,,,,20.0,10.0,5.0,38.0,2.0,,47.0,,59.0,,
101693,,,,,,,,233.0,,105.0,,,,,,21.0,14.0,4.0,44.0,1.0,,6.0,,33.0,,
101709,,,,,,,,521.0,,173.0,,,,,,48.0,23.0,16.0,83.0,5.0,,59.0,,57.0,27.0,0.0
101736,,,,,,,,265.0,,100.0,,,,,,41.0,7.0,5.0,13.0,,,15.0,,40.0,,
101879,,,,,,,,761.0,,305.0,,,,,,53.0,33.0,27.0,49.0,11.0,,83.0,,111.0,24.0,5.0
101897,,,,,,,,199.0,,92.0,,,,,,8.0,2.0,3.0,10.0,,,12.0,3.0,35.0,3.0,
101912,,,,,,,,390.0,,132.0,2.0,1.0,,,,48.0,26.0,27.0,13.0,2.0,,34.0,,68.0,16.0,1.0
101994,,,,,,,,53.0,,21.0,,,,,,4.0,3.0,2.0,3.0,,,4.0,,5.0,,
102030,,,,,,,,220.0,,96.0,,,,,,15.0,4.0,3.0,6.0,,,20.0,,56.0,,
102049,,,,,,,,1078.0,,424.0,,,,,,131.0,58.0,53.0,116.0,20.0,,31.0,5.0,184.0,19.0,2.0
102058,,,,,,,,37.0,,4.0,,,,,,,2.0,,4.0,1.0,,9.0,,7.0,6.0,
102067,,,,,,,,352.0,,133.0,,,,,,59.0,1.0,12.0,4.0,,,9.0,,98.0,22.0,
102076,,,,,,,,153.0,,71.0,,,,,,18.0,2.0,4.0,9.0,,,13.0,,32.0,1.0,
102094,,,,,,,,2707.0,,927.0,,,,,,181.0,141.0,115.0,91.0,217.0,,248.0,4.0,416.0,109.0,8.0
102234,,,,,,,,233.0,,101.0,,0.0,,,,30.0,8.0,5.0,33.0,1.0,,17.0,,25.0,1.0,1.0
102270,,,,,,,,142.0,,46.0,,,,,,14.0,9.0,3.0,15.0,,,24.0,1.0,24.0,,
102298,,,,,,,,167.0,,53.0,,,,,,49.0,1.0,2.0,15.0,1.0,,20.0,1.0,16.0,5.0,1.0
102313,,,,,,,,174.0,,87.0,,,,,,21.0,4.0,4.0,,,,8.0,,30.0,,
102368,,,,,,,,1839.0,,704.0,,,,,,158.0,58.0,72.0,211.0,7.0,,60.0,39.0,328.0,3.0,6.0
102377,,,,,,,,625.0,,263.0,21.0,4.0,,,,18.0,42.0,11.0,56.0,2.0,,29.0,1.0,72.0,8.0,
102395,,,,,,,,39.0,,9.0,,,,,,7.0,1.0,3.0,3.0,,,,,3.0,1.0,1.0
102429,,,,,,,,397.0,,195.0,,,,,,34.0,15.0,7.0,23.0,,,38.0,,50.0,,
102553,,,,,,,,1849.0,,672.0,91.0,93.0,,,,120.0,53.0,98.0,96.0,9.0,,32.0,30.0,417.0,63.0,8.0
102580,,,,,,,,14.0,,6.0,,,,,,1.0,2.0,,0.0,,,1.0,,,1.0,
102614,,,,,,,,1956.0,,430.0,513.0,128.0,,,,157.0,53.0,98.0,72.0,6.0,,33.0,2.0,286.0,93.0,22.0
102632,,,,,,,,334.0,,125.0,4.0,1.0,,,,38.0,19.0,19.0,10.0,0.0,,20.0,,70.0,14.0,
102669,,,,,,,,119.0,,46.0,1.0,1.0,,,,13.0,5.0,6.0,12.0,,,3.0,2.0,7.0,,
102711,,,,,,,,73.0,,27.0,,,,,,2.0,1.0,3.0,4.0,,,15.0,,6.0,6.0,
102845,,,,,,,,284.0,,136.0,,,,,,22.0,22.0,3.0,26.0,,,3.0,36.0,35.0,,
103501,,,,,,,,35.0,,13.0,,,,,,3.0,2.0,1.0,,,,,,15.0,,0.0
103529,,,,,,,,174.0,,,,,,,,52.0,40.0,39.0,6.0,,,,1.0,35.0,,
103741,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
103893,,,,,,,,25.0,,11.0,,,,,,4.0,,,,,,,,0.0,,
103909,,,,,,,,47.0,,21.0,,,,,,7.0,,1.0,,,,,,3.0,,
103927,,,,,,,,19.0,,9.0,,,,,,4.0,,,,,,,,1.0,,
103945,,,,,,,,14.0,,3.0,,,,,,2.0,2.0,,,,,,4.0,,,
103954,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
103963,,,,,,,,75.0,,33.0,,,,,,7.0,5.0,,,,,5.0,8.0,8.0,,
104090,,,,,,,,115.0,,55.0,,,,,,13.0,12.0,4.0,23.0,,,,,7.0,1.0,
104151,,,,,,,,8764.0,,2327.0,111.0,2.0,,,,1359.0,1078.0,1402.0,783.0,66.0,,209.0,25.0,866.0,179.0,50.0
104160,,,,,,,,704.0,,225.0,4.0,7.0,,,,53.0,16.0,27.0,62.0,2.0,,77.0,,133.0,16.0,8.0
104179,,,,,,,,10515.0,,2249.0,778.0,25.0,,,,162.0,1592.0,1548.0,422.0,144.0,,827.0,31.0,1338.0,339.0,125.0
104188,,,,,,,,30.0,,8.0,,6.0,,,,2.0,2.0,,,,,6.0,1.0,2.0,1.0,
104346,,,,,,,,501.0,,162.0,,,,,,53.0,9.0,30.0,21.0,2.0,,55.0,,75.0,,
104391,,,,,,,,16.0,,6.0,,,,,,3.0,2.0,,,,,,2.0,2.0,,
104425,,,,,,,,440.0,,168.0,,,,,,54.0,14.0,19.0,29.0,1.0,,32.0,,58.0,21.0,
104434,,,,,,,,5.0,,2.0,,,,,,1.0,,,,,,,,0.0,,
104443,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
104504,,,,,,,,10.0,,3.0,,,,,,1.0,1.0,,,,,,2.0,1.0,,
104568,,,,,,,,26.0,,14.0,,,,,,3.0,1.0,,,,,,4.0,2.0,0.0,
104577,,,,,,,,405.0,,175.0,,,,,,23.0,20.0,10.0,34.0,2.0,,45.0,,66.0,,
104586,,,,,,,,438.0,,144.0,,,,,,45.0,9.0,3.0,16.0,2.0,,32.0,,40.0,15.0,7.0
104665,,,,,,,,13.0,,7.0,,,,,,3.0,0.0,,0.0,,,,1.0,0.0,,
104708,,,,,,,,928.0,,472.0,,,,,,41.0,14.0,51.0,20.0,4.0,,55.0,,143.0,10.0,
104717,,,,,,,,3114.0,,2050.0,,,,,,155.0,41.0,16.0,128.0,35.0,,424.0,4.0,77.0,88.0,7.0
105136,,,,,,,,513.0,,,,,,,,122.0,60.0,112.0,15.0,1.0,,19.0,,98.0,5.0,
105145,,,,,,,,406.0,,171.0,,,,,,31.0,10.0,19.0,5.0,1.0,,13.0,,65.0,2.0,
105154,,,,,,,,1048.0,,520.0,,,,,,50.0,22.0,67.0,31.0,5.0,,36.0,,176.0,12.0,
105206,,,,,,,,330.0,,144.0,,,,,,40.0,8.0,17.0,4.0,,,25.0,,71.0,,
105215,,,,,,,,73.0,,32.0,,,,,,9.0,25.0,,,,,,,4.0,3.0,
105297,,,,,,,,315.0,,77.0,,,,,,37.0,17.0,19.0,17.0,,,45.0,2.0,51.0,,
105330,,,,,,,,3456.0,,1369.0,19.0,,,,,120.0,473.0,387.0,244.0,22.0,,202.0,,215.0,86.0,31.0
105349,,,,,,,,282.0,,99.0,,,,,,22.0,19.0,21.0,14.0,,,12.0,,36.0,11.0,1.0
105367,,,,,,,,55.0,,31.0,,,,,,4.0,4.0,2.0,,,,,6.0,1.0,,
105428,,,,,,,,627.0,,322.0,,,,,,34.0,9.0,30.0,25.0,4.0,,28.0,,89.0,8.0,
105482,,,,,,,,13.0,,5.0,,,,,,2.0,1.0,,,,,,2.0,1.0,,
105525,,,,,,,,1673.0,,518.0,,,,,,80.0,99.0,122.0,68.0,2.0,,121.0,,101.0,,19.0
105534,,,,,,,,163.0,,96.0,,,,,,4.0,,,,,,,,45.0,,
105543,,,,,,,,99.0,,57.0,,,,,,3.0,,,,,,,,29.0,,
105589,,,,,,,,143.0,,70.0,,,,,,21.0,5.0,4.0,2.0,,,5.0,10.0,22.0,1.0,
105659,,,,,,,,46.0,,23.0,,,,,,7.0,,,,,,,6.0,9.0,1.0,
105668,,,,,,,,840.0,,264.0,,,,,,91.0,21.0,71.0,50.0,5.0,,28.0,,162.0,3.0,
105677,,,,,,,,16.0,,5.0,,,,,,,,,,,,,,,,8.0
105747,,,,,,,,487.0,,249.0,,,,,,32.0,9.0,28.0,17.0,1.0,,19.0,,61.0,7.0,
105792,,,,,,,,276.0,,124.0,,,,,,25.0,4.0,16.0,7.0,1.0,,21.0,,28.0,2.0,
105899,,,,,,,,126.0,,48.0,,,,,,10.0,5.0,2.0,38.0,1.0,,5.0,,12.0,2.0,
106041,,,,,,,,117.0,,50.0,,,,,,12.0,47.0,1.0,,,,,,3.0,4.0,
106111,,,,,,,,10.0,,6.0,,,,,,1.0,,,,,,,,1.0,,
106148,,,,,,,,465.0,,137.0,,,,,,58.0,21.0,27.0,34.0,7.0,,40.0,,64.0,19.0,1.0
106245,,,,,,,,1470.0,,524.0,,,,,,148.0,43.0,145.0,169.0,3.0,,110.0,4.0,177.0,34.0,7.0
106263,,,,,,,,4563.0,,222.0,242.0,16.0,,,,1019.0,331.0,251.0,212.0,503.0,,346.0,,336.0,109.0,8.0
106306,,,,,,,,88.0,,16.0,,,,,,11.0,1.0,2.0,12.0,,,21.0,0.0,10.0,,2.0
106315,,,,,,,,15.0,,4.0,,,,,,1.0,1.0,,,,,,,4.0,,
106324,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
106342,,,,,,,,180.0,,56.0,2.0,,,,,34.0,6.0,,30.0,4.0,,6.0,,26.0,,
106351,,,,,,,,9.0,,3.0,,,,,,1.0,2.0,,,,,,,,,
106360,,,,,,,,4.0,,2.0,,,,,,2.0,,,,,,,,,,
106397,,,,,,,,5181.0,,1299.0,19.0,62.0,,,,638.0,340.0,730.0,214.0,37.0,,322.0,19.0,759.0,194.0,57.0
106412,,,,,,,,647.0,,168.0,19.0,33.0,,,,38.0,25.0,36.0,65.0,2.0,,78.0,,118.0,17.0,5.0
106449,,,,,,,,333.0,,136.0,,,,,,30.0,24.0,14.0,31.0,,,13.0,2.0,53.0,13.0,
106458,,,,,,,,1634.0,,580.0,,,,,,221.0,269.0,67.0,74.0,11.0,,102.0,1.0,146.0,94.0,5.0
106467,,,,,,,,1015.0,,453.0,,,,,,64.0,42.0,44.0,70.0,7.0,,110.0,1.0,149.0,26.0,
106485,,,,,,,,424.0,,180.0,,,,,,12.0,12.0,16.0,32.0,1.0,,49.0,5.0,83.0,21.0,5.0
106494,,,,,,,,9.0,,3.0,,,,,,3.0,2.0,,,,,,,1.0,,
106546,,,,,,,,87.0,,60.0,,,,,,8.0,,1.0,1.0,,,3.0,1.0,11.0,0.0,
106625,,,,,,,,177.0,,80.0,,,,,,5.0,6.0,6.0,18.0,,,19.0,,27.0,,
106704,,,,,,,,1561.0,,613.0,,,,,,139.0,43.0,69.0,116.0,12.0,,162.0,,187.0,92.0,14.0
106713,,,,,,,,117.0,,53.0,,,,,,16.0,5.0,,10.0,,,11.0,,8.0,,2.0
106795,,,,,,,,156.0,,60.0,,3.0,,,,15.0,6.0,4.0,5.0,,,5.0,,44.0,12.0,
106810,,,,,,,,43.0,,21.0,,,,,,5.0,,,,,,10.0,,3.0,2.0,
106829,,,,,,,,41.0,,23.0,,,,,,2.0,3.0,2.0,,,,2.0,,1.0,,
106883,,,,,,,,176.0,,71.0,,,,,,9.0,9.0,8.0,9.0,,,18.0,2.0,23.0,,
106892,,,,,,,,15.0,,9.0,,,,,,1.0,1.0,,,,,,1.0,3.0,,
106908,,,,,,,,59.0,,33.0,,,,,,5.0,5.0,,,,,,8.0,8.0,,
106980,,,,,,,,236.0,,114.0,,,,,,20.0,20.0,20.0,23.0,,,14.0,2.0,14.0,,
106999,,,,,,,,160.0,,82.0,1.0,,,,,23.0,5.0,4.0,2.0,,,6.0,1.0,24.0,1.0,
107044,,,,,,,,952.0,,358.0,1.0,,,,,51.0,53.0,29.0,55.0,16.0,,55.0,1.0,166.0,39.0,8.0
107071,,,,,,,,455.0,,209.0,,,,,,45.0,12.0,13.0,68.0,5.0,,9.0,,79.0,2.0,
107080,,,,,,,,475.0,,123.0,,,,,,34.0,21.0,14.0,69.0,5.0,,116.0,3.0,49.0,13.0,7.0
107099,,,,,,,,3.0,,2.0,,,,,,,1.0,,,,,,,,,
107123,,,,,,,,11.0,,9.0,,,,,,,,,,,,,,2.0,,
107141,,,,,,,,407.0,,132.0,,,,,,43.0,20.0,23.0,48.0,2.0,,42.0,,49.0,11.0,4.0
107220,,,,,,,,29.0,,16.0,,,,,,8.0,,,,,,,,5.0,,
107293,,,,,,,,6.0,,2.0,,,,,,1.0,1.0,,,,,,,1.0,,
107318,,,,,,,,171.0,,66.0,,,,,,21.0,9.0,4.0,21.0,,,13.0,0.0,21.0,,0.0
107327,,,,,,,,194.0,,57.0,,,,,,19.0,2.0,7.0,38.0,,,26.0,,34.0,,1.0
107442,,,,,,,,7.0,,3.0,,,,,,2.0,,,,,,,,2.0,,
107460,,,,,,,,229.0,,84.0,,,,,,23.0,7.0,7.0,15.0,,,11.0,,32.0,8.0,
107488,,,,,,,,66.0,,34.0,,,,,,12.0,1.0,3.0,,,,,,9.0,3.0,
107512,,,,,,,,302.0,,119.0,,,,,,25.0,10.0,8.0,37.0,3.0,,30.0,,26.0,24.0,
107521,,,,,,,,138.0,,68.0,,,,,,21.0,5.0,4.0,,,,3.0,,25.0,5.0,
107549,,,,,,,,122.0,,52.0,,,,,,9.0,3.0,2.0,1.0,2.0,,,,5.0,13.0,
107558,,,,,,,,155.0,,57.0,,,,,,18.0,5.0,3.0,26.0,2.0,,3.0,,14.0,,
107585,,,,,,,,171.0,,72.0,,,,,,20.0,1.0,6.0,1.0,,,15.0,,27.0,5.0,
107600,,,,,,,,165.0,,58.0,,,,,,15.0,16.0,3.0,7.0,1.0,,29.0,,28.0,,
107619,,,,,,,,208.0,,69.0,1.0,,,,,19.0,11.0,5.0,4.0,,,32.0,,38.0,,
107637,,,,,,,,166.0,,59.0,,,,,,22.0,2.0,5.0,12.0,,,13.0,2.0,34.0,5.0,
107655,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,
107664,,,,,,,,416.0,,188.0,1.0,,,,,25.0,27.0,15.0,3.0,,,35.0,,53.0,,
107725,,,,,,,,149.0,,63.0,,,,,,15.0,,3.0,,,,5.0,,27.0,,
107743,,,,,,,,91.0,,29.0,,,,,,5.0,2.0,4.0,3.0,,,7.0,2.0,13.0,,
107789,,,,,,,,7.0,,4.0,,,,,,2.0,1.0,,,,,,,,,
107831,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
107840,,,,,,,,58.0,,25.0,,4.0,,,,6.0,3.0,2.0,0.0,,,4.0,,6.0,1.0,
107877,,,,,,,,118.0,,33.0,,,,,,15.0,1.0,1.0,18.0,2.0,,17.0,2.0,13.0,1.0,3.0
107974,,,,,,,,168.0,,68.0,,1.0,,,,13.0,7.0,3.0,2.0,,,5.0,2.0,26.0,11.0,
107983,,,,,,,,439.0,,197.0,,10.0,,,,38.0,16.0,10.0,17.0,4.0,,23.0,,69.0,14.0,
107992,,,,,,,,123.0,,44.0,,,,,,15.0,3.0,5.0,4.0,,,13.0,,15.0,5.0,1.0
108056,,,,,,,,68.0,,,,,,,,6.0,13.0,16.0,10.0,,,2.0,,9.0,,
108065,,,,,,,,4.0,,2.0,,,,,,1.0,0.0,,,,,,,0.0,,
108092,,,,,,,,574.0,,273.0,,,,,,24.0,51.0,27.0,30.0,,,20.0,,52.0,12.0,
108232,,,,,,,,1341.0,,537.0,,,,,,143.0,83.0,36.0,142.0,,,51.0,5.0,103.0,6.0,41.0
108269,,,,,,,,23.0,,11.0,,,,,,4.0,1.0,,,,,,,5.0,1.0,
108348,,,,,,,,26.0,,4.0,,,,,,3.0,,,,0.0,,1.0,1.0,9.0,,
108649,,,,,,,,11.0,,4.0,,,,,,2.0,,,,,,,1.0,2.0,0.0,
108667,,,,,,,,177.0,,108.0,,,,,,12.0,8.0,4.0,6.0,,,9.0,,19.0,,
108807,,,,,,,,607.0,,324.0,,,,,,29.0,54.0,17.0,34.0,1.0,,50.0,,79.0,,
108852,,,,,,,,58.0,,23.0,,,,,,12.0,5.0,1.0,4.0,,,2.0,4.0,6.0,,
108861,,,,,,,,17.0,,9.0,,,,,,3.0,1.0,,,,,1.0,,1.0,2.0,
108870,,,,,,,,221.0,,41.0,,,,,,45.0,16.0,8.0,39.0,,,23.0,,27.0,2.0,
108977,,,,,,,,9.0,,2.0,,,,,,3.0,1.0,,,,,,,1.0,,
109040,,,,,,,,86.0,,31.0,,,,,,21.0,4.0,1.0,5.0,,,,,17.0,1.0,
109086,,,,,,,,76.0,,11.0,2.0,,,,,11.0,5.0,2.0,12.0,,,8.0,9.0,14.0,,
109208,,,,,,,,960.0,,601.0,,,,,,35.0,27.0,18.0,33.0,1.0,,33.0,,132.0,,
109350,,,,,,,,697.0,,386.0,,,,,,50.0,22.0,11.0,14.0,,,50.0,1.0,120.0,,3.0
109651,,,,,,,,539.0,,249.0,,,,,,110.0,18.0,26.0,25.0,,,11.0,,54.0,1.0,29.0
109721,,,,,,,,25.0,,4.0,,,,,,1.0,1.0,,,,,3.0,9.0,2.0,,
109730,,,,,,,,22.0,,3.0,,,,,,2.0,3.0,1.0,1.0,,,4.0,3.0,3.0,,
109785,,,,,,,,1739.0,,760.0,,,,,,365.0,47.0,57.0,17.0,7.0,,52.0,,363.0,53.0,6.0
109819,,,,,,,,808.0,,465.0,,,,,,81.0,18.0,1.0,31.0,1.0,,43.0,,139.0,,
109907,,,,,,,,170.0,,71.0,3.0,,,,,26.0,10.0,8.0,,1.0,,10.0,,9.0,3.0,
109934,,,,,,,,19.0,,13.0,,,,,,1.0,,,,,,,,2.0,0.0,
110060,,,,,,,,32.0,,17.0,,,,,,2.0,2.0,1.0,2.0,,,,,2.0,,
110097,,,,,,,,1082.0,,344.0,,,,,,140.0,23.0,40.0,76.0,12.0,,63.0,,304.0,34.0,5.0
110194,,,,,,,,18.0,,10.0,,,,,,6.0,,,,,,,,2.0,,
110219,,,,,,,,130.0,,32.0,1.0,,,,,21.0,6.0,3.0,2.0,,,,,1.0,,
110246,,,,,,,,730.0,,366.0,,,,,,86.0,13.0,28.0,6.0,,,59.0,,169.0,,
110316,,,,,,,,214.0,,107.0,,,,,,25.0,9.0,4.0,6.0,,,,,9.0,4.0,
110334,,,,,,,,593.0,,328.0,,,,,,42.0,34.0,16.0,18.0,,,39.0,,97.0,,
110361,,,,,,,,1149.0,,591.0,,,,,,79.0,59.0,30.0,107.0,5.0,,43.0,6.0,124.0,33.0,14.0
110370,,,,,,,,533.0,,235.0,,,,,,74.0,42.0,27.0,18.0,,,22.0,,40.0,10.0,18.0
110398,,,,,,,,271.0,,92.0,3.0,,,,,37.0,17.0,10.0,22.0,5.0,,,,31.0,1.0,4.0
110404,,,,,,,,3103.0,,350.0,591.0,,,,,320.0,264.0,662.0,99.0,7.0,,279.0,,348.0,135.0,11.0
110413,,,,,,,,689.0,,283.0,,,,,,53.0,26.0,20.0,89.0,2.0,,57.0,,92.0,12.0,
110422,,,,,,,,2536.0,,1017.0,2.0,,,,,106.0,284.0,183.0,262.0,34.0,,205.0,,244.0,110.0,32.0
110468,,,,,,,,395.0,,197.0,,1.0,,,,42.0,27.0,13.0,5.0,3.0,,6.0,,31.0,2.0,
110486,,,,,,,,1007.0,,408.0,,,,,,49.0,93.0,56.0,166.0,9.0,,50.0,,115.0,25.0,2.0
110495,,,,,,,,994.0,,449.0,,,,,,43.0,103.0,69.0,82.0,11.0,,44.0,,128.0,26.0,10.0
110501,,,,,,,,659.0,,,,,,,,77.0,268.0,203.0,57.0,,,7.0,,38.0,5.0,4.0
110510,,,,,,,,1716.0,,644.0,,,,,,72.0,181.0,122.0,170.0,12.0,,113.0,,293.0,38.0,20.0
110529,,,,,,,,1984.0,,850.0,,,,,,62.0,249.0,125.0,195.0,22.0,,127.0,,213.0,63.0,16.0
110538,,,,,,,,1668.0,,697.0,,,,,,56.0,135.0,110.0,173.0,19.0,,115.0,,227.0,73.0,16.0
110547,,,,,,,,1252.0,,559.0,,,,,,84.0,117.0,58.0,135.0,12.0,,70.0,,133.0,28.0,11.0
110556,,,,,,,,2130.0,,1031.0,1.0,,,,,82.0,185.0,108.0,234.0,14.0,,134.0,,189.0,72.0,17.0
110565,,,,,,,,2913.0,,1348.0,,,,,,81.0,366.0,182.0,247.0,32.0,,154.0,,333.0,69.0,33.0
110574,,,,,,,,1426.0,,516.0,,,,,,54.0,204.0,92.0,185.0,12.0,,93.0,,175.0,34.0,17.0
110583,,,,,,,,3146.0,,1456.0,1.0,,,,,103.0,304.0,175.0,310.0,21.0,,170.0,,374.0,109.0,25.0
110592,,,,,,,,2138.0,,1044.0,1.0,,,,,71.0,188.0,109.0,187.0,14.0,,119.0,,274.0,61.0,16.0
110608,,,,,,,,3018.0,,1326.0,,,,,,62.0,380.0,216.0,305.0,25.0,,170.0,,334.0,95.0,19.0
110617,,,,,,,,2506.0,,1079.0,1.0,,,,,65.0,278.0,155.0,273.0,21.0,,157.0,,300.0,62.0,25.0
110635,,,,,,,,10709.0,,2069.0,1400.0,12.0,,,,718.0,1678.0,986.0,550.0,194.0,,837.0,29.0,946.0,234.0,88.0
110644,,,,,,,,12592.0,,2710.0,1364.0,27.0,,,,580.0,1362.0,1666.0,502.0,820.0,,1017.0,47.0,1380.0,331.0,82.0
110653,,,,,,,,7875.0,,2136.0,753.0,10.0,,,,533.0,1376.0,741.0,148.0,341.0,,525.0,2.0,664.0,176.0,76.0
110662,,,,,,,,22060.0,,4134.0,1246.0,26.0,,,,1069.0,4436.0,1962.0,582.0,1868.0,,2655.0,65.0,2504.0,465.0,269.0
110671,,,,,,,,4134.0,,1088.0,344.0,18.0,,,,241.0,479.0,288.0,140.0,90.0,,413.0,16.0,455.0,129.0,42.0
110680,,,,,,,,14304.0,,2791.0,1593.0,25.0,,,,562.0,1727.0,2152.0,579.0,1039.0,,1228.0,42.0,1402.0,297.0,113.0
110699,,,,,,,,11790.0,,2782.0,1700.0,,,,,660.0,1748.0,1650.0,563.0,695.0,,529.0,15.0,1127.0,60.0,148.0
110705,,,,,,,,4567.0,,1088.0,454.0,2.0,,,,304.0,462.0,424.0,140.0,89.0,,489.0,24.0,500.0,136.0,61.0
110714,,,,,,,,3436.0,,736.0,279.0,,,,,260.0,402.0,303.0,98.0,63.0,,391.0,16.0,405.0,88.0,48.0
110778,,,,,,,,54.0,,23.0,,,,,,8.0,3.0,1.0,,,,3.0,1.0,1.0,,
110875,,,,,,,,8.0,,5.0,,,,,,2.0,,,,,,,,1.0,,
110918,,,,,,,,9.0,,2.0,,,,,,1.0,1.0,,,,,,1.0,0.0,,
111054,,,,,,,,15.0,,9.0,,,,,,1.0,1.0,,,,,1.0,,2.0,,
111081,,,,,,,,442.0,,192.0,,,,,,78.0,11.0,10.0,38.0,,,34.0,,53.0,12.0,2.0
