UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
101648,,,,,,,,108.0,,22.0,,,,,,12.0,5.0,2.0,6.0,1.0,,19.0,3.0,13.0,3.0,1.0
101675,,,,,,,,277.0,,91.0,2.0,,,,,18.0,9.0,5.0,36.0,2.0,,51.0,,54.0,,
101693,,,,,,,,223.0,,103.0,,,,,,18.0,14.0,4.0,43.0,1.0,,5.0,,32.0,,
101709,,,,,,,,529.0,,176.0,,,,,,47.0,24.0,16.0,86.0,10.0,,58.0,,57.0,27.0,
101736,,,,,,,,296.0,,114.0,,,,,,41.0,9.0,6.0,17.0,,,19.0,,46.0,,
101879,,,,,,,,788.0,,322.0,,,,,,60.0,33.0,28.0,48.0,12.0,,80.0,,114.0,24.0,6.0
101897,,,,,,,,202.0,,97.0,,,,,,9.0,3.0,4.0,10.0,,,11.0,3.0,32.0,3.0,
101912,,,,,,,,304.0,,110.0,3.0,,,,,42.0,19.0,11.0,14.0,2.0,,27.0,,49.0,11.0,1.0
101994,,,,,,,,61.0,,26.0,,,,,,5.0,3.0,2.0,5.0,,,4.0,,6.0,,
102030,,,,,,,,212.0,,85.0,,,,,,17.0,6.0,5.0,6.0,1.0,,20.0,,46.0,,
102049,,,,,,,,1068.0,,432.0,,,,,,83.0,78.0,48.0,144.0,25.0,,31.0,1.0,170.0,20.0,1.0
102058,,,,,,,,40.0,,6.0,,1.0,,,,,2.0,,4.0,1.0,,9.0,,7.0,6.0,
102067,,,,,,,,336.0,,137.0,,,,,,58.0,1.0,10.0,3.0,,,8.0,,94.0,24.0,
102076,,,,,,,,153.0,,74.0,,,,,,17.0,2.0,4.0,9.0,,,13.0,,31.0,1.0,
102094,,,,,,,,2276.0,,939.0,,,,,,170.0,145.0,138.0,84.0,30.0,,167.0,2.0,259.0,110.0,8.0
102234,,,,,,,,225.0,,97.0,,,,,,29.0,8.0,7.0,31.0,,,17.0,1.0,24.0,1.0,1.0
102270,,,,,,,,164.0,,46.0,1.0,,,,,22.0,5.0,4.0,21.0,,,37.0,1.0,22.0,,
102298,,,,,,,,176.0,,56.0,,,,,,41.0,1.0,2.0,17.0,1.0,,25.0,1.0,18.0,10.0,3.0
102313,,,,,,,,168.0,,85.0,,,,,,20.0,2.0,4.0,,,,8.0,,30.0,,
102368,,,,,,,,1897.0,,724.0,,,,,,158.0,64.0,70.0,209.0,8.0,,66.0,43.0,313.0,3.0,6.0
102377,,,,,,,,735.0,,251.0,9.0,23.0,,,,123.0,25.0,25.0,46.0,25.0,,66.0,2.0,94.0,8.0,1.0
102395,,,,,,,,43.0,,12.0,,,,,,7.0,1.0,4.0,4.0,,,,,3.0,1.0,1.0
102429,,,,,,,,381.0,,177.0,,,,,,34.0,13.0,6.0,22.0,,,36.0,,49.0,,
102553,,,,,,,,1666.0,,586.0,86.0,106.0,,,,125.0,53.0,88.0,87.0,7.0,,24.0,27.0,350.0,57.0,8.0
102580,,,,,,,,14.0,,5.0,,1.0,,,,,2.0,,,,,,,,3.0,
102614,,,,,,,,1924.0,,426.0,522.0,127.0,,,,154.0,45.0,95.0,77.0,5.0,,33.0,,271.0,83.0,21.0
102632,,,,,,,,312.0,,119.0,4.0,,,,,35.0,16.0,17.0,10.0,0.0,,19.0,,61.0,13.0,
102669,,,,,,,,127.0,,54.0,1.0,2.0,,,,13.0,5.0,6.0,12.0,,,4.0,1.0,7.0,,
102711,,,,,,,,69.0,,26.0,,,,,,2.0,1.0,3.0,5.0,,,17.0,,6.0,,
102845,,,,,,,,283.0,,141.0,,,,,,25.0,21.0,2.0,25.0,,,3.0,32.0,34.0,,
103501,,,,,,,,39.0,,15.0,,,,,,3.0,2.0,2.0,,,,1.0,,16.0,,
103529,,,,,,,,202.0,,,,4.0,,,,54.0,53.0,38.0,8.0,,,,1.0,44.0,,
103741,,,,,,,,7.0,,4.0,,,,,,1.0,,,,,,,,1.0,,
103893,,,,,,,,152.0,,74.0,,,,,,34.0,,,,,,,,9.0,,
103945,,,,,,,,14.0,,3.0,,,,,,3.0,3.0,1.0,,,,,,,,
103954,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
103963,,,,,,,,53.0,,26.0,,,,,,7.0,3.0,,,,,2.0,6.0,4.0,4.0,
104090,,,,,,,,56.0,,21.0,,,,,,5.0,7.0,,,,,,14.0,,,
104151,,,,,,,,9117.0,,2391.0,107.0,2.0,,,,1481.0,1160.0,1397.0,840.0,67.0,,221.0,26.0,882.0,195.0,53.0
104160,,,,,,,,700.0,,209.0,4.0,6.0,,,,55.0,15.0,25.0,62.0,1.0,,82.0,,138.0,16.0,6.0
104179,,,,,,,,11814.0,,2355.0,855.0,39.0,,,,1348.0,1137.0,1700.0,899.0,291.0,,806.0,57.0,959.0,307.0,123.0
104188,,,,,,,,13.0,,4.0,,,,,,6.0,1.0,,,,,,1.0,1.0,,
104346,,,,,,,,497.0,,160.0,,,,,,54.0,8.0,34.0,21.0,2.0,,62.0,1.0,71.0,,
104391,,,,,,,,15.0,,4.0,,,,,,3.0,1.0,,,,,,2.0,3.0,,
104425,,,,,,,,425.0,,158.0,,,,,,51.0,17.0,19.0,35.0,,,31.0,,53.0,18.0,
104434,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,,,
104443,,,,,,,,6.0,,4.0,,,,,,,,,,,,,,1.0,,
104568,,,,,,,,22.0,,10.0,,,,,,3.0,,,,,,,3.0,5.0,0.0,
104577,,,,,,,,400.0,,169.0,,,,,,29.0,15.0,9.0,51.0,2.0,,46.0,,52.0,,
104586,,,,,,,,467.0,,158.0,,,,,,47.0,11.0,10.0,13.0,3.0,,25.0,,41.0,29.0,2.0
104665,,,,,,,,13.0,,7.0,,,,,,3.0,0.0,,,,,,1.0,0.0,,
104708,,,,,,,,930.0,,463.0,,,,,,42.0,9.0,54.0,33.0,5.0,,58.0,,151.0,9.0,
104717,,,,,,,,3315.0,,2135.0,3.0,,,,,176.0,38.0,21.0,132.0,37.0,,472.0,7.0,87.0,105.0,7.0
105136,,,,,,,,500.0,,,,,,,,115.0,67.0,95.0,24.0,,,19.0,,92.0,5.0,
105145,,,,,,,,437.0,,173.0,,,,,,34.0,11.0,18.0,32.0,1.0,,16.0,,73.0,2.0,
105154,,,,,,,,1049.0,,523.0,,,,,,52.0,21.0,57.0,51.0,2.0,,34.0,,181.0,11.0,
105206,,,,,,,,337.0,,147.0,,,,,,38.0,12.0,21.0,4.0,,,22.0,,72.0,,
105215,,,,,,,,66.0,,27.0,,,,,,9.0,26.0,1.0,,,,,,1.0,2.0,
105297,,,,,,,,295.0,,77.0,,,,,,34.0,13.0,16.0,12.0,,,50.0,1.0,44.0,,
105330,,,,,,,,3418.0,,1353.0,24.0,,,,,123.0,461.0,386.0,247.0,23.0,,212.0,,197.0,77.0,31.0
105349,,,,,,,,282.0,,90.0,2.0,0.0,,,,21.0,20.0,22.0,17.0,,,13.0,,35.0,10.0,1.0
105367,,,,,,,,60.0,,40.0,,,,,,3.0,4.0,,,,,,5.0,1.0,,
105428,,,,,,,,668.0,,322.0,,,,,,36.0,10.0,27.0,40.0,4.0,,27.0,,112.0,7.0,
105525,,,,,,,,1641.0,,507.0,,,,,,91.0,99.0,116.0,49.0,2.0,,107.0,,102.0,,18.0
105534,,,,,,,,127.0,,68.0,,,,,,4.0,,,,,,,,37.0,,
105543,,,,,,,,103.0,,57.0,,,,,,4.0,,,,,,,,30.0,,
105589,,,,,,,,163.0,,73.0,,,,,,31.0,2.0,5.0,2.0,,,5.0,12.0,29.0,1.0,
105659,,,,,,,,51.0,,25.0,,,,,,8.0,,,,,,,5.0,10.0,3.0,
105668,,,,,,,,824.0,,254.0,,,,,,106.0,27.0,46.0,54.0,1.0,,29.0,,132.0,3.0,
105677,,,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,
105747,,,,,,,,504.0,,244.0,,,,,,31.0,11.0,30.0,37.0,1.0,,16.0,,69.0,6.0,
105792,,,,,,,,296.0,,120.0,,,,,,27.0,8.0,13.0,24.0,1.0,,18.0,,34.0,2.0,
105899,,,,,,,,195.0,,59.0,,,,,,15.0,5.0,4.0,49.0,1.0,,18.0,,35.0,5.0,
106041,,,,,,,,111.0,,47.0,,,,,,12.0,45.0,1.0,,,,,,2.0,4.0,
106111,,,,,,,,7.0,,4.0,,,,,,1.0,,,,,,,,1.0,,
106148,,,,,,,,523.0,,186.0,,,,,,60.0,28.0,27.0,35.0,5.0,,41.0,,67.0,21.0,1.0
106245,,,,,,,,1339.0,,469.0,,,,,,101.0,32.0,83.0,152.0,2.0,,90.0,1.0,276.0,31.0,3.0
106263,,,,,,,,4575.0,,240.0,222.0,14.0,,,,1049.0,288.0,227.0,217.0,501.0,,396.0,,314.0,101.0,7.0
106306,,,,,,,,94.0,,17.0,,,,,,11.0,1.0,2.0,12.0,,,18.0,0.0,13.0,,1.0
106315,,,,,,,,9.0,,6.0,,,,,,1.0,1.0,,,,,,,,,
106324,,,,,,,,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
106342,,,,,,,,200.0,,55.0,1.0,,,,,15.0,15.0,6.0,47.0,1.0,,29.0,,16.0,,
106351,,,,,,,,15.0,,5.0,,,,,,5.0,1.0,,,,,,,2.0,,
106360,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
106397,,,,,,,,5185.0,,1296.0,18.0,67.0,,,,659.0,314.0,764.0,209.0,42.0,,320.0,15.0,736.0,186.0,60.0
106412,,,,,,,,633.0,,166.0,16.0,30.0,,,,39.0,24.0,33.0,64.0,2.0,,72.0,,119.0,21.0,5.0
106449,,,,,,,,328.0,,132.0,,,,,,33.0,21.0,18.0,27.0,,,13.0,2.0,55.0,14.0,
106458,,,,,,,,1750.0,,592.0,,,,,,219.0,273.0,78.0,97.0,9.0,,129.0,2.0,147.0,106.0,8.0
106467,,,,,,,,984.0,,442.0,,,,,,64.0,40.0,43.0,72.0,7.0,,94.0,1.0,146.0,29.0,
106485,,,,,,,,419.0,,173.0,,,,,,15.0,11.0,16.0,37.0,1.0,,46.0,5.0,83.0,19.0,5.0
106494,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
106546,,,,,,,,89.0,,61.0,,,,,,7.0,,2.0,1.0,,,3.0,1.0,13.0,0.0,
106625,,,,,,,,174.0,,81.0,,,,,,5.0,6.0,7.0,16.0,,,19.0,,23.0,,
106704,,,,,,,,1537.0,,609.0,,,,,,146.0,40.0,68.0,115.0,11.0,,151.0,,186.0,88.0,13.0
106713,,,,,,,,113.0,,54.0,,,,,,15.0,4.0,2.0,10.0,,,11.0,,6.0,,2.0
106795,,,,,,,,132.0,,56.0,,3.0,,,,5.0,18.0,3.0,5.0,,,11.0,,6.0,,
106810,,,,,,,,36.0,,13.0,,,,,,6.0,,,,,,10.0,,3.0,2.0,
106883,,,,,,,,165.0,,61.0,,,,,,8.0,8.0,7.0,11.0,,,19.0,1.0,21.0,,
106892,,,,,,,,15.0,,9.0,,,,,,1.0,1.0,,,,,,1.0,3.0,,
106908,,,,,,,,39.0,,21.0,,,,,,5.0,4.0,,,,,,5.0,4.0,,
106980,,,,,,,,243.0,,114.0,,,,,,23.0,20.0,19.0,26.0,,,12.0,3.0,16.0,,
106999,,,,,,,,156.0,,87.0,1.0,,,,,22.0,3.0,4.0,2.0,,,3.0,1.0,25.0,1.0,
107044,,,,,,,,913.0,,353.0,,,,,,46.0,61.0,32.0,55.0,12.0,,50.0,,150.0,36.0,6.0
107071,,,,,,,,444.0,,209.0,,,,,,43.0,11.0,13.0,60.0,5.0,,12.0,,77.0,3.0,
107080,,,,,,,,392.0,,115.0,,,,,,32.0,20.0,10.0,42.0,4.0,,102.0,3.0,31.0,10.0,6.0
107099,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
107123,,,,,,,,9.0,,6.0,,,,,,1.0,,,,,,,,2.0,,
107141,,,,,,,,367.0,,113.0,,,,,,42.0,20.0,15.0,54.0,2.0,,39.0,,41.0,10.0,3.0
107220,,,,,,,,30.0,,16.0,,,,,,9.0,,,,,,,,5.0,,
107293,,,,,,,,7.0,,3.0,,,,,,1.0,1.0,,,,,,,1.0,,
107318,,,,,,,,163.0,,63.0,,,,,,21.0,4.0,5.0,28.0,,,12.0,,21.0,,
107327,,,,,,,,192.0,,53.0,,,,,,20.0,2.0,7.0,40.0,,,25.0,,30.0,,1.0
107442,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,2.0,,
107460,,,,,,,,225.0,,81.0,,,,,,26.0,10.0,8.0,11.0,,,11.0,,31.0,8.0,
107488,,,,,,,,64.0,,34.0,,,,,,10.0,1.0,3.0,,,,,,9.0,3.0,
107512,,,,,,,,306.0,,116.0,,,,,,25.0,12.0,8.0,46.0,4.0,,36.0,,26.0,22.0,1.0
107521,,,,,,,,135.0,,63.0,,,,,,25.0,5.0,4.0,,,,1.0,,18.0,5.0,
107549,,,,,,,,118.0,,52.0,,,,,,8.0,3.0,2.0,1.0,2.0,,,,5.0,13.0,
107558,,,,,,,,158.0,,56.0,,,,,,19.0,5.0,4.0,30.0,2.0,,4.0,,16.0,,
107585,,,,,,,,170.0,,64.0,,,,,,21.0,3.0,4.0,5.0,,,6.0,,23.0,12.0,
107600,,,,,,,,171.0,,64.0,,,,,,15.0,18.0,4.0,9.0,1.0,,32.0,1.0,19.0,,
107619,,,,,,,,210.0,,70.0,1.0,,,,,19.0,10.0,5.0,7.0,,,30.0,,40.0,,
107637,,,,,,,,166.0,,66.0,,,,,,21.0,4.0,4.0,12.0,,,13.0,2.0,33.0,5.0,
107655,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,
107664,,,,,,,,456.0,,234.0,,,,,,24.0,23.0,13.0,3.0,,,20.0,,62.0,11.0,
107725,,,,,,,,150.0,,61.0,,,,,,15.0,,3.0,,,,3.0,,25.0,,
107743,,,,,,,,99.0,,30.0,,,,,,5.0,2.0,4.0,6.0,,,10.0,1.0,14.0,,
107789,,,,,,,,9.0,,5.0,,,,,,2.0,,,,,,,0.0,1.0,,
107831,,,,,,,,10.0,,2.0,,,,,,2.0,1.0,,,,,,,5.0,,
107840,,,,,,,,63.0,,30.0,,,,,,8.0,2.0,1.0,1.0,,,6.0,,6.0,1.0,
107877,,,,,,,,119.0,,38.0,,,,,,12.0,7.0,2.0,18.0,2.0,,16.0,6.0,9.0,3.0,2.0
107974,,,,,,,,163.0,,65.0,,1.0,,,,12.0,9.0,3.0,1.0,,,6.0,2.0,23.0,10.0,
107983,,,,,,,,443.0,,195.0,,10.0,,,,38.0,15.0,11.0,19.0,3.0,,23.0,,74.0,15.0,
107992,,,,,,,,122.0,,46.0,,,,,,15.0,3.0,5.0,5.0,,,11.0,,17.0,5.0,
108056,,,,,,,,74.0,,,,,,,,6.0,15.0,30.0,11.0,,,3.0,,9.0,,
108065,,,,,,,,6.0,,2.0,,,,,,1.0,,,,,,2.0,,1.0,,
108092,,,,,,,,562.0,,266.0,,,,,,25.0,50.0,25.0,27.0,,,17.0,,50.0,17.0,
108232,,,,,,,,1256.0,,496.0,,,,,,147.0,82.0,38.0,127.0,,,41.0,2.0,93.0,5.0,38.0
108269,,,,,,,,24.0,,11.0,,,,,,4.0,1.0,,,,,,,7.0,1.0,
108649,,,,,,,,10.0,,5.0,,,,,,2.0,,,,,,,1.0,2.0,,
108667,,,,,,,,179.0,,108.0,,,,,,13.0,10.0,4.0,6.0,,,10.0,,19.0,,
108807,,,,,,,,604.0,,314.0,,,,,,32.0,55.0,17.0,39.0,1.0,,50.0,,72.0,,
108852,,,,,,,,56.0,,21.0,,,,,,11.0,5.0,1.0,4.0,,,4.0,4.0,6.0,,
108861,,,,,,,,19.0,,7.0,,,,,,3.0,1.0,,,,,2.0,,1.0,2.0,
108870,,,,,,,,234.0,,36.0,,,,,,42.0,11.0,6.0,57.0,,,17.0,,31.0,3.0,3.0
108977,,,,,,,,12.0,,5.0,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,,
109040,,,,,,,,95.0,,35.0,,,,,,23.0,4.0,1.0,5.0,,,,1.0,17.0,1.0,
109086,,,,,,,,71.0,,9.0,2.0,,,,,9.0,4.0,2.0,11.0,,,9.0,8.0,16.0,,
109208,,,,,,,,959.0,,600.0,,,,,,38.0,24.0,18.0,33.0,1.0,,34.0,,137.0,,
109350,,,,,,,,720.0,,396.0,,,,,,51.0,22.0,13.0,13.0,,,57.0,1.0,124.0,,3.0
109651,,,,,,,,578.0,,265.0,,,,,,126.0,20.0,26.0,30.0,,,13.0,,55.0,1.0,26.0
109721,,,,,,,,26.0,,3.0,,,,,,1.0,1.0,,,,,4.0,10.0,2.0,,
109730,,,,,,,,18.0,,4.0,,,,,,2.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,
109785,,,,,,,,1529.0,,687.0,1.0,,,,,52.0,71.0,64.0,82.0,15.0,,65.0,9.0,235.0,26.0,9.0
109819,,,,,,,,814.0,,492.0,,,,,,77.0,32.0,7.0,42.0,1.0,,40.0,,86.0,,
109907,,,,,,,,187.0,,86.0,3.0,,,,,28.0,10.0,6.0,,1.0,,8.0,,9.0,3.0,
109934,,,,,,,,18.0,,10.0,,,,,,1.0,,,,,,,,2.0,0.0,
110060,,,,,,,,36.0,,22.0,,,,,,3.0,2.0,1.0,3.0,,,,,0.0,,
110097,,,,,,,,1086.0,,335.0,,,,,,149.0,21.0,43.0,85.0,11.0,,52.0,,317.0,33.0,5.0
110194,,,,,,,,18.0,,11.0,,,,,,5.0,,,,,,,,2.0,,
110219,,,,,,,,124.0,,36.0,,,,,,20.0,7.0,3.0,,,,,,1.0,,
110246,,,,,,,,743.0,,370.0,,,,,,89.0,13.0,27.0,7.0,,,58.0,,176.0,,
110316,,,,,,,,227.0,,106.0,,,,,,22.0,9.0,5.0,7.0,,,,,15.0,3.0,
110334,,,,,,,,585.0,,319.0,,,,,,44.0,36.0,16.0,18.0,,,40.0,,97.0,,
110361,,,,,,,,1101.0,,513.0,,,,,,78.0,59.0,28.0,124.0,5.0,,46.0,10.0,132.0,36.0,13.0
110370,,,,,,,,500.0,,229.0,,,,,,64.0,37.0,32.0,32.0,,,23.0,,49.0,9.0,13.0
110398,,,,,,,,274.0,,91.0,9.0,,,,,26.0,22.0,11.0,22.0,6.0,,,,30.0,1.0,4.0
110404,,,,,,,,3125.0,,361.0,607.0,,,,,311.0,271.0,683.0,94.0,6.0,,269.0,,344.0,127.0,10.0
110413,,,,,,,,698.0,,290.0,,,,,,57.0,22.0,21.0,89.0,2.0,,59.0,,91.0,12.0,
110422,,,,,,,,2569.0,,1026.0,3.0,,,,,98.0,304.0,199.0,277.0,38.0,,199.0,,222.0,113.0,35.0
110468,,,,,,,,389.0,,193.0,,3.0,,,,43.0,24.0,11.0,3.0,8.0,,6.0,,28.0,2.0,
110486,,,,,,,,1033.0,,428.0,,,,,,49.0,100.0,54.0,164.0,12.0,,55.0,,110.0,23.0,2.0
110495,,,,,,,,1032.0,,468.0,,,,,,44.0,108.0,69.0,90.0,13.0,,45.0,,130.0,27.0,10.0
110501,,,,,,,,671.0,,,,,,,,72.0,305.0,200.0,44.0,,,7.0,,34.0,5.0,4.0
110510,,,,,,,,1758.0,,672.0,,,,,,46.0,190.0,129.0,194.0,14.0,,107.0,,286.0,47.0,20.0
110529,,,,,,,,2083.0,,911.0,,,,,,74.0,245.0,128.0,211.0,22.0,,142.0,,209.0,66.0,16.0
110538,,,,,,,,1644.0,,670.0,,,,,,57.0,138.0,113.0,171.0,20.0,,124.0,,214.0,69.0,18.0
110547,,,,,,,,1341.0,,600.0,,,,,,48.0,149.0,68.0,161.0,9.0,,77.0,,137.0,30.0,14.0
110556,,,,,,,,2095.0,,998.0,,,,,,57.0,199.0,113.0,244.0,14.0,,132.0,,185.0,69.0,17.0
110565,,,,,,,,2965.0,,1372.0,,,,,,84.0,372.0,192.0,278.0,34.0,,142.0,,318.0,70.0,33.0
110574,,,,,,,,1404.0,,537.0,,,,,,53.0,196.0,81.0,178.0,10.0,,92.0,,167.0,33.0,16.0
110583,,,,,,,,3166.0,,1468.0,1.0,,,,,61.0,320.0,188.0,334.0,28.0,,172.0,,364.0,108.0,24.0
110592,,,,,,,,2110.0,,1026.0,,,,,,64.0,218.0,120.0,176.0,17.0,,110.0,,254.0,62.0,14.0
110608,,,,,,,,2995.0,,1285.0,,,,,,71.0,380.0,212.0,308.0,24.0,,182.0,,322.0,101.0,24.0
110617,,,,,,,,2601.0,,1128.0,1.0,,,,,79.0,292.0,166.0,292.0,19.0,,154.0,,295.0,63.0,25.0
110635,,,,,,,,11100.0,,2127.0,1407.0,44.0,,,,659.0,1755.0,1057.0,581.0,185.0,,937.0,1.0,990.0,238.0,87.0
110644,,,,,,,,12794.0,,2744.0,1394.0,19.0,,,,564.0,1325.0,1830.0,507.0,707.0,,1174.0,9.0,1402.0,331.0,84.0
110653,,,,,,,,8451.0,,2217.0,878.0,9.0,,,,565.0,1433.0,797.0,197.0,404.0,,612.0,,700.0,185.0,69.0
110662,,,,,,,,23417.0,,4415.0,1299.0,27.0,,,,1176.0,4902.0,2099.0,639.0,1789.0,,2892.0,10.0,2577.0,468.0,287.0
110671,,,,,,,,4275.0,,1113.0,384.0,12.0,,,,242.0,482.0,306.0,149.0,112.0,,420.0,5.0,462.0,138.0,44.0
110680,,,,,,,,15447.0,,2947.0,1598.0,24.0,,,,559.0,1809.0,2328.0,611.0,1381.0,,1482.0,14.0,1522.0,298.0,96.0
110699,,,,,,,,12383.0,,2958.0,1777.0,,,,,652.0,1646.0,2045.0,593.0,722.0,,550.0,7.0,1104.0,57.0,157.0
110705,,,,,,,,4863.0,,1133.0,465.0,1.0,,,,338.0,535.0,474.0,156.0,85.0,,501.0,5.0,549.0,152.0,63.0
110714,,,,,,,,3569.0,,758.0,294.0,,,,,243.0,427.0,362.0,85.0,53.0,,412.0,3.0,414.0,91.0,47.0
110778,,,,,,,,56.0,,30.0,,,,,,5.0,2.0,2.0,,,,,5.0,2.0,3.0,
110875,,,,,,,,7.0,,4.0,,,,,,1.0,1.0,,,,,,,1.0,,
110918,,,,,,,,8.0,,2.0,,,,,,1.0,0.0,,,,,,1.0,0.0,,
111045,,,,,,,,7.0,,5.0,,,,,,2.0,,,,,,,,,,
111054,,,,,,,,17.0,,9.0,,,,,,2.0,1.0,,,,,1.0,,4.0,,
111081,,,,,,,,444.0,,197.0,,,,,,81.0,7.0,8.0,38.0,0.0,,34.0,,53.0,9.0,2.0
111188,,,,,,,,308.0,,79.0,,,,,,32.0,55.0,16.0,31.0,2.0,,47.0,2.0,18.0,9.0,10.0
111391,,,,,,,,163.0,,54.0,,,,,,20.0,13.0,8.0,23.0,,,1.0,,30.0,3.0,
111434,,,,,,,,240.0,,134.0,,,,,,10.0,7.0,,8.0,,,2.0,,69.0,,
111461,,,,,,,,837.0,,401.0,3.0,,,,,58.0,56.0,42.0,27.0,7.0,,50.0,,39.0,16.0,7.0
111513,,,,,,,,17.0,,9.0,,,,,,2.0,1.0,,,,,,2.0,4.0,,
