UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
103909,,,,,,,,43.0,,18.0,,,,,,12.0,,1.0,,,,,,2.0,,
103927,,,,,,,,17.0,,7.0,,,,,,4.0,,,,,,,,1.0,,
103945,,,,,,,,16.0,,5.0,,,,,,2.0,2.0,1.0,,,,,4.0,,,
103954,,,,,,,,6.0,,3.0,,,,,,2.0,,,,,,,,1.0,,
103963,,,,,,,,75.0,,33.0,,,,,,7.0,5.0,,,,,5.0,8.0,8.0,,
104090,,,,,,,,63.0,,32.0,,,,,,,6.0,1.0,,,,,11.0,5.0,,
104151,,,,,,,,8274.0,,2216.0,131.0,2.0,,,,1224.0,1042.0,1309.0,714.0,55.0,,211.0,19.0,836.0,184.0,49.0
104160,,,,,,,,669.0,,209.0,3.0,7.0,,,,50.0,15.0,30.0,64.0,2.0,,74.0,,127.0,15.0,5.0
104179,,,,,,,,10344.0,,2157.0,723.0,27.0,,,,179.0,1529.0,1557.0,442.0,145.0,,841.0,31.0,1283.0,336.0,129.0
104188,,,,,,,,23.0,,10.0,,,,,,3.0,1.0,,,,,1.0,,2.0,3.0,
104346,,,,,,,,525.0,,187.0,,,,,,51.0,9.0,34.0,22.0,2.0,,53.0,1.0,76.0,,
104364,,,,,,,,16.0,,5.0,,,,,,2.0,,,,,,0.0,,1.0,,
104391,,,,,,,,13.0,,4.0,,,,,,2.0,2.0,,,,,,2.0,2.0,,
104425,,,,,,,,439.0,,164.0,,,,,,57.0,15.0,19.0,34.0,1.0,,28.0,,59.0,21.0,
104434,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,0.0,,
104443,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
104504,,,,,,,,11.0,,4.0,,,,,,1.0,2.0,,,,,,2.0,1.0,,
104568,,,,,,,,24.0,,13.0,,,,,,3.0,1.0,,,,,,4.0,2.0,0.0,
104577,,,,,,,,419.0,,184.0,,,,,,20.0,21.0,8.0,30.0,2.0,,45.0,,85.0,,
104586,,,,,,,,399.0,,136.0,,,,,,44.0,8.0,3.0,15.0,1.0,,33.0,,39.0,14.0,8.0
104665,,,,,,,,14.0,,6.0,,,,,,,0.0,,3.0,,,,,2.0,,
104708,,,,,,,,909.0,,482.0,,,,,,35.0,13.0,21.0,45.0,3.0,,45.0,,227.0,14.0,1.0
104717,,,,,,,,5796.0,,1985.0,,,,,,482.0,264.0,188.0,1482.0,24.0,,384.0,2.0,197.0,147.0,5.0
105136,,,,,,,,454.0,,,,,,,,103.0,101.0,73.0,20.0,,,6.0,,133.0,9.0,
105145,,,,,,,,427.0,,190.0,,,,,,35.0,9.0,11.0,31.0,1.0,,11.0,,105.0,4.0,
105154,,,,,,,,1053.0,,521.0,,,,,,46.0,30.0,32.0,85.0,6.0,,28.0,,247.0,20.0,
105206,,,,,,,,337.0,,155.0,,,,,,38.0,8.0,15.0,4.0,,,23.0,,72.0,,1.0
105215,,,,,,,,77.0,,36.0,,,,,,10.0,24.0,1.0,,,,,,3.0,3.0,
105297,,,,,,,,296.0,,67.0,,,,,,23.0,15.0,12.0,8.0,,,53.0,4.0,33.0,,5.0
105330,,,,,,,,3376.0,,1330.0,19.0,,,,,115.0,439.0,378.0,233.0,26.0,,195.0,,228.0,97.0,32.0
105349,,,,,,,,288.0,,103.0,,,,,,23.0,22.0,15.0,13.0,,,13.0,,34.0,11.0,1.0
105367,,,,,,,,55.0,,30.0,,,,,,3.0,4.0,2.0,,,,,6.0,4.0,,
105428,,,,,,,,602.0,,324.0,,,,,,26.0,10.0,12.0,44.0,4.0,,22.0,,122.0,11.0,
105482,,,,,,,,14.0,,6.0,,,,,,2.0,1.0,,,,,,1.0,2.0,,
105525,,,,,,,,1754.0,,539.0,,,,,,86.0,107.0,134.0,54.0,1.0,,125.0,,118.0,,21.0
105534,,,,,,,,99.0,,50.0,,,,,,5.0,,,,,,,,31.0,,
105543,,,,,,,,69.0,,41.0,,,,,,3.0,,,,,,,,16.0,,
105589,,,,,,,,136.0,,63.0,,,,,,20.0,4.0,4.0,2.0,,,8.0,10.0,21.0,1.0,
105659,,,,,,,,47.0,,23.0,,,,,,6.0,,,,,,,7.0,10.0,1.0,
105668,,,,,,,,784.0,,243.0,,,,,,68.0,21.0,32.0,94.0,5.0,,15.0,,197.0,8.0,3.0
105677,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,,
105701,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,
105747,,,,,,,,501.0,,259.0,,,,,,20.0,12.0,18.0,38.0,2.0,,22.0,,106.0,8.0,
105792,,,,,,,,284.0,,120.0,,,,,,20.0,9.0,11.0,24.0,1.0,,18.0,,61.0,5.0,
105899,,,,,,,,123.0,,40.0,,,,,,15.0,4.0,2.0,33.0,3.0,,6.0,,10.0,1.0,
106041,,,,,,,,111.0,,47.0,,,,,,13.0,44.0,1.0,,,,,,2.0,4.0,
106102,,,,,,,,79.0,,52.0,,,,,,8.0,2.0,2.0,6.0,,,,,9.0,,
106111,,,,,,,,8.0,,4.0,,,,,,1.0,,,,,,,,,,
106148,,,,,,,,434.0,,126.0,,,,,,54.0,17.0,24.0,31.0,8.0,,42.0,,56.0,18.0,1.0
106245,,,,,,,,1531.0,,544.0,3.0,,,,,146.0,66.0,115.0,155.0,4.0,,126.0,5.0,219.0,39.0,8.0
106263,,,,,,,,4878.0,,211.0,243.0,16.0,,,,1066.0,389.0,280.0,221.0,511.0,,344.0,1.0,363.0,101.0,8.0
106306,,,,,,,,119.0,,24.0,,,,,,23.0,1.0,1.0,15.0,,,20.0,,8.0,4.0,1.0
106315,,,,,,,,11.0,,4.0,,,,,,3.0,2.0,,,,,,,1.0,,
106324,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
106342,,,,,,,,165.0,,50.0,,,,,,8.0,7.0,,33.0,5.0,,5.0,,30.0,,
106351,,,,,,,,11.0,,3.0,,,,,,3.0,1.0,,,,,,,1.0,,
106360,,,,,,,,4.0,,2.0,,,,,,2.0,,,,,,,,,,
106397,,,,,,,,5209.0,,1261.0,21.0,61.0,,,,535.0,327.0,705.0,290.0,49.0,,312.0,24.0,800.0,259.0,51.0
106412,,,,,,,,660.0,,179.0,15.0,34.0,,,,38.0,26.0,39.0,56.0,3.0,,70.0,1.0,126.0,20.0,5.0
106449,,,,,,,,327.0,,142.0,,,,,,39.0,15.0,12.0,17.0,,,12.0,1.0,44.0,15.0,1.0
106458,,,,,,,,1635.0,,600.0,,,,,,204.0,254.0,67.0,73.0,10.0,,112.0,1.0,151.0,100.0,5.0
106467,,,,,,,,994.0,,453.0,,,,,,65.0,43.0,42.0,61.0,7.0,,102.0,1.0,147.0,27.0,
106485,,,,,,,,427.0,,183.0,,,,,,18.0,10.0,13.0,34.0,1.0,,48.0,3.0,79.0,26.0,5.0
106494,,,,,,,,10.0,,4.0,,,,,,5.0,,,,,,,,1.0,,
106546,,,,,,,,91.0,,61.0,,,,,,8.0,,2.0,1.0,,,3.0,1.0,14.0,0.0,
106625,,,,,,,,177.0,,80.0,,,,,,5.0,6.0,7.0,15.0,,,18.0,,30.0,,
106704,,,,,,,,1525.0,,601.0,,,,,,126.0,45.0,60.0,111.0,12.0,,156.0,,182.0,93.0,18.0
106713,,,,,,,,134.0,,56.0,,,,,,17.0,5.0,2.0,10.0,,,15.0,,14.0,,2.0
106795,,,,,,,,147.0,,53.0,,2.0,,,,14.0,7.0,4.0,5.0,,,5.0,,43.0,13.0,
106810,,,,,,,,41.0,,20.0,,,,,,5.0,,,,,,9.0,,3.0,2.0,
106829,,,,,,,,41.0,,23.0,,,,,,2.0,3.0,2.0,,,,2.0,,1.0,,
106883,,,,,,,,142.0,,47.0,,,,,,18.0,7.0,5.0,13.0,,,13.0,2.0,20.0,,
106892,,,,,,,,16.0,,9.0,,,,,,1.0,1.0,,,,,,1.0,4.0,,
106908,,,,,,,,52.0,,29.0,,,,,,7.0,4.0,,,,,,4.0,8.0,,
106980,,,,,,,,240.0,,120.0,,,,,,22.0,20.0,20.0,20.0,,,14.0,2.0,14.0,,
106999,,,,,,,,121.0,,61.0,1.0,,,,,20.0,5.0,4.0,2.0,,,4.0,,19.0,1.0,
107044,,,,,,,,941.0,,358.0,,,,,,47.0,58.0,28.0,51.0,14.0,,53.0,1.0,166.0,41.0,8.0
107071,,,,,,,,462.0,,205.0,,6.0,,,,44.0,11.0,15.0,68.0,5.0,,9.0,,92.0,,
107080,,,,,,,,418.0,,126.0,,,,,,35.0,18.0,12.0,41.0,4.0,,95.0,3.0,48.0,10.0,4.0
107099,,,,,,,,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
107123,,,,,,,,11.0,,9.0,,,,,,,,,,,,,,2.0,,
107141,,,,,,,,417.0,,136.0,,,,,,46.0,18.0,24.0,48.0,2.0,,42.0,,49.0,10.0,5.0
107220,,,,,,,,40.0,,24.0,,,,,,8.0,,,,,,,,8.0,,
107293,,,,,,,,7.0,,3.0,,,,,,1.0,1.0,,,,,,,1.0,,
107318,,,,,,,,187.0,,68.0,,,,,,23.0,7.0,6.0,36.0,,,14.0,,24.0,,0.0
107327,,,,,,,,195.0,,57.0,,,,,,21.0,2.0,8.0,35.0,,,26.0,,34.0,,1.0
107442,,,,,,,,7.0,,3.0,,,,,,2.0,,,,,,,,2.0,,
107460,,,,,,,,224.0,,85.0,,,,,,23.0,9.0,6.0,13.0,,,9.0,,28.0,8.0,
107488,,,,,,,,67.0,,34.0,,,,,,11.0,2.0,3.0,,,,,,9.0,3.0,
107512,,,,,,,,294.0,,109.0,0.0,,,,,27.0,10.0,8.0,34.0,2.0,,28.0,,28.0,24.0,
107521,,,,,,,,140.0,,71.0,,,,,,23.0,7.0,4.0,,,,2.0,,21.0,5.0,
107549,,,,,,,,118.0,,48.0,,,,,,9.0,3.0,2.0,2.0,2.0,,,,5.0,12.0,
107558,,,,,,,,153.0,,53.0,,1.0,,,,16.0,5.0,3.0,27.0,2.0,,4.0,,15.0,,
107585,,,,,,,,170.0,,75.0,,,,,,18.0,7.0,6.0,2.0,,,13.0,,24.0,5.0,
107600,,,,,,,,173.0,,59.0,,,,,,24.0,4.0,2.0,9.0,1.0,,31.0,,18.0,2.0,
107619,,,,,,,,226.0,,72.0,1.0,,,,,21.0,11.0,6.0,6.0,,,32.0,,46.0,,
107637,,,,,,,,158.0,,71.0,,,,,,20.0,3.0,6.0,9.0,,,11.0,2.0,26.0,6.0,
107655,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,
107664,,,,,,,,440.0,,211.0,1.0,2.0,,,,22.0,21.0,14.0,31.0,,,33.0,,58.0,7.0,
107725,,,,,,,,145.0,,68.0,,,,,,15.0,,2.0,,,,5.0,,23.0,,
107743,,,,,,,,91.0,,33.0,,,,,,5.0,2.0,4.0,2.0,,,6.0,3.0,14.0,,
107789,,,,,,,,10.0,,4.0,,,,,,5.0,1.0,,,,,,,,,
107831,,,,,,,,5.0,,2.0,,,,,,2.0,0.0,,,,,,,1.0,,
107840,,,,,,,,65.0,,20.0,,,,,,1.0,3.0,,,,,,,28.0,,
107877,,,,,,,,100.0,,32.0,,,,,,15.0,4.0,1.0,14.0,2.0,,6.0,4.0,8.0,2.0,2.0
107974,,,,,,,,173.0,,72.0,,1.0,,,,14.0,7.0,6.0,3.0,,,5.0,3.0,24.0,9.0,
107983,,,,,,,,423.0,,197.0,,,,,,37.0,18.0,11.0,16.0,3.0,,20.0,,71.0,13.0,
107992,,,,,,,,125.0,,44.0,,,,,,17.0,3.0,4.0,4.0,,,13.0,,17.0,7.0,1.0
108056,,,,,,,,56.0,,,,,,,,6.0,13.0,1.0,9.0,,,3.0,,8.0,,
108065,,,,,,,,9.0,,3.0,,,,,,2.0,1.0,,,,,2.0,,1.0,,
108092,,,,,,,,574.0,,275.0,,,,,,25.0,48.0,27.0,29.0,,,21.0,,53.0,10.0,
108232,,,,,,,,1462.0,,600.0,,,,,,141.0,87.0,37.0,169.0,,,49.0,5.0,116.0,4.0,47.0
108269,,,,,,,,23.0,,11.0,,,,,,4.0,1.0,,,,,,,5.0,1.0,
108348,,,,,,,,16.0,,1.0,,,,,,4.0,,,,1.0,,4.0,1.0,1.0,,
108649,,,,,,,,14.0,,7.0,,,,,,2.0,,,,,,,2.0,2.0,0.0,
108667,,,,,,,,196.0,,120.0,,,,,,12.0,11.0,3.0,8.0,,,9.0,,20.0,,
108807,,,,,,,,619.0,,346.0,,,,,,31.0,34.0,9.0,30.0,1.0,,44.0,,75.0,1.0,
108852,,,,,,,,54.0,,22.0,,,,,,14.0,3.0,,2.0,,,,,7.0,1.0,4.0
108861,,,,,,,,17.0,,9.0,,,,,,3.0,1.0,,,,,2.0,,2.0,,
108870,,,,,,,,201.0,,43.0,,,,,,39.0,13.0,15.0,33.0,,,21.0,,23.0,2.0,
108977,,,,,,,,13.0,,5.0,,,,,,3.0,1.0,,,,,,,3.0,,
109040,,,,,,,,84.0,,33.0,,,,,,17.0,5.0,1.0,5.0,,,,,13.0,1.0,
109086,,,,,,,,146.0,,16.0,1.0,9.0,,,,24.0,4.0,2.0,39.0,,,14.0,7.0,17.0,8.0,
109208,,,,,,,,950.0,,608.0,,,,,,30.0,23.0,19.0,26.0,1.0,,35.0,,131.0,,
109350,,,,,,,,682.0,,380.0,,,,,,47.0,21.0,11.0,16.0,,,50.0,1.0,117.0,,4.0
109651,,,,,,,,499.0,,234.0,,,,,,103.0,18.0,22.0,21.0,,,11.0,,50.0,1.0,24.0
109721,,,,,,,,21.0,,6.0,,,,,,2.0,2.0,,,,,,,11.0,,
109730,,,,,,,,19.0,,6.0,,,,,,2.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,
109785,,,,,,,,1867.0,,839.0,,,,,,395.0,39.0,61.0,17.0,10.0,,68.0,,379.0,56.0,4.0
109819,,,,,,,,792.0,,416.0,,,,,,65.0,17.0,1.0,26.0,1.0,,48.0,,187.0,,
109907,,,,,,,,166.0,,80.0,2.0,,,,,22.0,6.0,8.0,2.0,,,12.0,,28.0,3.0,
109934,,,,,,,,27.0,,17.0,,,,,,1.0,,,,,,,,4.0,1.0,
110060,,,,,,,,30.0,,16.0,,0.0,,,,2.0,2.0,,2.0,,,,,4.0,,
110097,,,,,,,,1041.0,,343.0,,,,,,128.0,27.0,38.0,84.0,12.0,,67.0,,263.0,34.0,5.0
110194,,,,,,,,18.0,,10.0,,,,,,6.0,,,,,,,,2.0,,
110219,,,,,,,,148.0,,36.0,1.0,,,,,22.0,7.0,3.0,2.0,,,,,3.0,,
110246,,,,,,,,663.0,,325.0,,,,,,73.0,15.0,31.0,7.0,,,55.0,,154.0,,
110307,,,,,,,,79.0,,38.0,,4.0,,,,4.0,2.0,,,,,2.0,,17.0,,
110316,,,,,,,,212.0,,107.0,0.0,,,,,21.0,9.0,4.0,5.0,,,,,12.0,3.0,
110334,,,,,,,,597.0,,332.0,,,,,,41.0,34.0,19.0,18.0,,,36.0,,98.0,,
110361,,,,,,,,1085.0,,479.0,,,,,,94.0,63.0,31.0,122.0,4.0,,51.0,17.0,125.0,33.0,9.0
110370,,,,,,,,507.0,,236.0,,,,,,85.0,17.0,31.0,9.0,,,20.0,,29.0,10.0,12.0
110398,,,,,,,,316.0,,100.0,,,,,,33.0,15.0,10.0,26.0,4.0,,,,48.0,3.0,4.0
110404,,,,,,,,3146.0,,349.0,673.0,,,,,314.0,267.0,651.0,97.0,6.0,,252.0,,348.0,135.0,10.0
110413,,,,,,,,670.0,,275.0,,,,,,53.0,25.0,22.0,83.0,2.0,,57.0,,86.0,13.0,
110422,,,,,,,,2463.0,,1010.0,1.0,,,,,111.0,271.0,180.0,245.0,31.0,,185.0,,236.0,111.0,30.0
110468,,,,,,,,363.0,,108.0,1.0,4.0,,,,28.0,53.0,9.0,3.0,3.0,,7.0,,57.0,2.0,
110486,,,,,,,,982.0,,385.0,,,,,,51.0,86.0,50.0,170.0,11.0,,54.0,,117.0,24.0,1.0
110495,,,,,,,,958.0,,424.0,,,,,,44.0,100.0,65.0,78.0,11.0,,45.0,,130.0,25.0,10.0
110501,,,,,,,,635.0,,,,,,,,78.0,253.0,202.0,47.0,,,2.0,,47.0,5.0,
110510,,,,,,,,1679.0,,640.0,,,,,,75.0,182.0,112.0,168.0,11.0,,92.0,,288.0,41.0,16.0
110529,,,,,,,,1925.0,,819.0,,,,,,58.0,230.0,119.0,200.0,22.0,,114.0,,218.0,68.0,15.0
110538,,,,,,,,1655.0,,694.0,,,,,,54.0,136.0,111.0,169.0,21.0,,121.0,,215.0,71.0,16.0
110547,,,,,,,,1213.0,,534.0,,,,,,81.0,112.0,54.0,131.0,11.0,,68.0,,139.0,31.0,10.0
110556,,,,,,,,2086.0,,1010.0,1.0,,,,,93.0,176.0,100.0,228.0,15.0,,124.0,,191.0,72.0,15.0
110565,,,,,,,,2979.0,,1397.0,,,,,,81.0,358.0,188.0,254.0,35.0,,154.0,,348.0,61.0,31.0
110574,,,,,,,,1482.0,,535.0,,,,,,54.0,199.0,99.0,192.0,18.0,,85.0,,206.0,33.0,15.0
110583,,,,,,,,3100.0,,1439.0,,,,,,112.0,299.0,170.0,302.0,23.0,,163.0,,386.0,88.0,20.0
110592,,,,,,,,2116.0,,1042.0,,,,,,70.0,188.0,103.0,188.0,16.0,,113.0,,267.0,66.0,15.0
110608,,,,,,,,3023.0,,1339.0,,,,,,63.0,372.0,211.0,311.0,25.0,,166.0,,339.0,94.0,21.0
110617,,,,,,,,2437.0,,1056.0,,,,,,59.0,274.0,148.0,254.0,24.0,,136.0,,315.0,59.0,24.0
110635,,,,,,,,10774.0,,2017.0,1453.0,17.0,,,,710.0,1668.0,1021.0,539.0,204.0,,852.0,30.0,990.0,214.0,91.0
110644,,,,,,,,12293.0,,2690.0,1394.0,30.0,,,,478.0,1692.0,1611.0,398.0,772.0,,894.0,43.0,1232.0,357.0,97.0
110653,,,,,,,,7689.0,,2024.0,746.0,34.0,,,,515.0,1369.0,691.0,151.0,321.0,,512.0,2.0,658.0,177.0,76.0
110662,,,,,,,,22316.0,,4175.0,1321.0,38.0,,,,1140.0,4526.0,2046.0,591.0,1813.0,,2574.0,66.0,2470.0,472.0,271.0
110671,,,,,,,,4180.0,,1064.0,361.0,24.0,,,,248.0,455.0,304.0,138.0,98.0,,428.0,19.0,475.0,132.0,45.0
110680,,,,,,,,13689.0,,2662.0,1494.0,29.0,,,,486.0,1756.0,2130.0,511.0,979.0,,1224.0,38.0,1273.0,280.0,115.0
110699,,,,,,,,11424.0,,2689.0,1582.0,,,,,657.0,1663.0,1568.0,546.0,668.0,,547.0,13.0,1152.0,64.0,155.0
