UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
101240,,,,,,,,396.0,,164.0,,,,,,35.0,9.0,16.0,24.0,,,27.0,,75.0,13.0,
101277,,,,,,,,8.0,,3.0,,,,,,2.0,1.0,,,,,,,2.0,,
101286,,,,,,,,319.0,,159.0,,,,,,18.0,4.0,10.0,5.0,,,13.0,,53.0,4.0,5.0
101295,,,,,,,,345.0,,186.0,,,,,,26.0,8.0,3.0,5.0,,,20.0,,60.0,15.0,
101301,,,,,,,,167.0,,64.0,,,,,,21.0,3.0,2.0,7.0,,,13.0,,39.0,1.0,1.0
101365,,,,,,,,34.0,,19.0,,,,,,1.0,,1.0,,,,1.0,,3.0,,
101435,,,,,,,,186.0,,58.0,,,,,,20.0,5.0,5.0,47.0,1.0,,15.0,2.0,5.0,5.0,
101453,,,,,,,,30.0,,6.0,1.0,,,,,8.0,4.0,1.0,,,,3.0,,4.0,,
101462,,,,,,,,80.0,,31.0,,,,,,8.0,4.0,3.0,,,,1.0,,20.0,,
101471,,,,,,,,104.0,,34.0,,,,,,15.0,2.0,1.0,5.0,,,1.0,,18.0,2.0,
101480,,,,,,,,1015.0,,381.0,,,,,,93.0,44.0,45.0,115.0,,,137.0,,116.0,40.0,10.0
101505,,,,,,,,460.0,,201.0,,,,,,13.0,15.0,6.0,14.0,,,40.0,,107.0,4.0,
101514,,,,,,,,505.0,,223.0,,,,,,41.0,6.0,24.0,34.0,,,28.0,,109.0,8.0,
101541,,,,,,,,87.0,,36.0,,,,,,7.0,5.0,2.0,3.0,,,18.0,1.0,5.0,2.0,
101569,,,,,,,,254.0,,110.0,,,,,,25.0,3.0,5.0,13.0,,,15.0,6.0,55.0,4.0,1.0
101587,,,,,,,,475.0,,163.0,1.0,11.0,,,,45.0,19.0,12.0,50.0,,,53.0,,55.0,23.0,4.0
101602,,,,,,,,135.0,,66.0,,,,,,11.0,7.0,4.0,10.0,,,5.0,,21.0,1.0,0.0
101648,,,,,,,,111.0,,23.0,,,,,,7.0,34.0,,1.0,,,14.0,,27.0,2.0,
101675,,,,,,,,268.0,,92.0,,,,,,21.0,25.0,3.0,4.0,,,,,96.0,,
101693,,,,,,,,216.0,,99.0,,,,,,18.0,13.0,4.0,42.0,2.0,,4.0,1.0,30.0,,
101709,,,,,,,,489.0,,170.0,,,,,,43.0,20.0,15.0,77.0,5.0,,56.0,,59.0,19.0,
101736,,,,,,,,294.0,,107.0,,,,,,47.0,11.0,6.0,21.0,,,19.0,,41.0,,
101879,,,,,,,,791.0,,324.0,,,,,,62.0,34.0,27.0,51.0,11.0,,76.0,,109.0,22.0,6.0
101897,,,,,,,,191.0,,91.0,,,,,,10.0,4.0,3.0,,,,9.0,,51.0,3.0,
101912,,,,,,,,319.0,,118.0,4.0,,,,,44.0,21.0,16.0,14.0,1.0,,25.0,,49.0,10.0,1.0
101994,,,,,,,,53.0,,20.0,,,,,,6.0,2.0,1.0,,,,2.0,,17.0,2.0,
102030,,,,,,,,210.0,,85.0,,,,,,13.0,6.0,3.0,6.0,,,14.0,,62.0,7.0,
102049,,,,,,,,1030.0,,400.0,,,,,,81.0,74.0,54.0,145.0,36.0,,26.0,,161.0,20.0,
102067,,,,,,,,317.0,,125.0,,,,,,59.0,1.0,7.0,8.0,,,7.0,,84.0,23.0,
102076,,,,,,,,149.0,,70.0,,,,,,16.0,2.0,4.0,8.0,,,14.0,,30.0,1.0,
102094,,,,,,,,2196.0,,922.0,,,,,,164.0,128.0,136.0,95.0,28.0,,145.0,3.0,246.0,106.0,6.0
102234,,,,,,,,233.0,,89.0,,,,,,27.0,6.0,5.0,29.0,,,37.0,1.0,19.0,10.0,1.0
102270,,,,,,,,153.0,,48.0,,,,,,19.0,6.0,4.0,17.0,,,33.0,1.0,19.0,,
102298,,,,,,,,162.0,,51.0,,,,,,44.0,1.0,1.0,17.0,,,17.0,1.0,16.0,11.0,
102313,,,,,,,,145.0,,69.0,,,,,,13.0,3.0,3.0,,,,5.0,,37.0,6.0,
102368,,,,,,,,1671.0,,624.0,,,,,,156.0,57.0,68.0,192.0,8.0,,56.0,32.0,283.0,3.0,6.0
102377,,,,,,,,730.0,,251.0,9.0,18.0,,,,123.0,25.0,25.0,46.0,25.0,,66.0,2.0,94.0,8.0,1.0
102395,,,,,,,,40.0,,11.0,,,,,,6.0,1.0,3.0,3.0,,,,,4.0,1.0,1.0
102429,,,,,,,,339.0,,155.0,,,,,,33.0,8.0,8.0,2.0,,,31.0,,50.0,,0.0
102553,,,,,,,,1523.0,,555.0,55.0,92.0,,,,99.0,91.0,86.0,111.0,8.0,,38.0,8.0,285.0,54.0,6.0
102580,,,,,,,,11.0,,2.0,,,,,,1.0,2.0,,1.0,,,1.0,,,1.0,
102614,,,,,,,,1815.0,,374.0,371.0,91.0,,,,91.0,120.0,166.0,93.0,5.0,,59.0,0.0,260.0,94.0,30.0
102632,,,,,,,,280.0,,111.0,3.0,1.0,,,,20.0,22.0,19.0,17.0,0.0,,25.0,,45.0,11.0,
102669,,,,,,,,130.0,,66.0,,1.0,,,,12.0,5.0,6.0,10.0,,,1.0,,7.0,,
102711,,,,,,,,65.0,,24.0,,,,,,2.0,1.0,2.0,5.0,,,16.0,,5.0,,
102845,,,,,,,,237.0,,136.0,,,,,,15.0,13.0,1.0,13.0,,,2.0,24.0,33.0,,
103501,,,,,,,,34.0,,12.0,,,,,,4.0,3.0,2.0,,,,0.0,,13.0,,
103529,,,,,,,,201.0,,,,2.0,,,,54.0,57.0,38.0,6.0,,,,1.0,43.0,,
103741,,,,,,,,9.0,,6.0,,,,,,1.0,,,,,,,,1.0,,
103893,,,,,,,,62.0,,28.0,,,,,,19.0,,,,,,,,2.0,,
103909,,,,,,,,53.0,,27.0,,,,,,11.0,,,,,,,,2.0,,
103927,,,,,,,,30.0,,14.0,,,,,,8.0,,,,,,,,2.0,,
103945,,,,,,,,11.0,,2.0,,,,,,2.0,2.0,1.0,,,,,,,,
103954,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
103963,,,,,,,,41.0,,23.0,,,,,,2.0,2.0,,,,,2.0,5.0,3.0,1.0,
104090,,,,,,,,83.0,,45.0,,,,,,13.0,,,,,,,,4.0,,
104151,,,,,,,,11672.0,,3552.0,157.0,7.0,,,,1858.0,1389.0,1571.0,970.0,67.0,,278.0,27.0,1083.0,253.0,64.0
104160,,,,,,,,566.0,,169.0,6.0,7.0,,,,56.0,14.0,24.0,53.0,2.0,,63.0,,112.0,12.0,7.0
104179,,,,,,,,11381.0,,2263.0,858.0,32.0,,,,1394.0,953.0,1667.0,1001.0,330.0,,739.0,52.0,805.0,300.0,108.0
104346,,,,,,,,463.0,,143.0,,,,,,56.0,7.0,29.0,18.0,2.0,,62.0,0.0,62.0,,
104391,,,,,,,,15.0,,5.0,,,,,,2.0,1.0,,,,,,2.0,3.0,,
104425,,,,,,,,404.0,,145.0,,,,,,51.0,15.0,19.0,34.0,1.0,,28.0,,56.0,19.0,
104434,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,
104443,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,,,
104568,,,,,,,,27.0,,15.0,,,,,,3.0,,,,,,,4.0,4.0,0.0,
104577,,,,,,,,365.0,,138.0,,,,,,29.0,14.0,10.0,59.0,2.0,,59.0,,44.0,,
104586,,,,,,,,471.0,,155.0,,,,,,43.0,10.0,5.0,16.0,4.0,,25.0,,36.0,30.0,1.0
104665,,,,,,,,8.0,,6.0,,,,,,1.0,1.0,,,,,,,,,
104708,,,,,,,,921.0,,483.0,1.0,,,,,54.0,105.0,34.0,12.0,7.0,,47.0,,119.0,7.0,3.0
104717,,,,,,,,3424.0,,2206.0,3.0,,,,,181.0,48.0,31.0,143.0,49.0,,453.0,6.0,81.0,109.0,8.0
105136,,,,,,,,535.0,,,6.0,11.0,,,,160.0,171.0,88.0,12.0,,,15.0,,48.0,5.0,3.0
105145,,,,,,,,464.0,,202.0,2.0,,,,,50.0,75.0,9.0,3.0,1.0,,14.0,,61.0,2.0,
105154,,,,,,,,1074.0,,562.0,2.0,,,,,68.0,119.0,38.0,21.0,4.0,,31.0,,153.0,10.0,4.0
105206,,,,,,,,332.0,,137.0,,,,,,39.0,11.0,21.0,4.0,,,22.0,,74.0,,
105215,,,,,,,,54.0,,24.0,,,,,,9.0,18.0,1.0,,,,,,,2.0,
105297,,,,,,,,293.0,,72.0,,,,,,36.0,25.0,20.0,16.0,,,51.0,2.0,45.0,,
105330,,,,,,,,3118.0,,1135.0,23.0,,,,,128.0,457.0,378.0,248.0,26.0,,204.0,,176.0,62.0,37.0
105349,,,,,,,,262.0,,88.0,,,,,,23.0,18.0,20.0,19.0,,,9.0,,35.0,12.0,1.0
105367,,,,,,,,51.0,,35.0,,,,,,1.0,3.0,,,,,,7.0,1.0,,
105428,,,,,,,,706.0,,365.0,1.0,,,,,45.0,64.0,17.0,19.0,5.0,,26.0,,102.0,7.0,3.0
105525,,,,,,,,1565.0,,464.0,,,,,,95.0,95.0,114.0,33.0,2.0,,104.0,,92.0,,17.0
105534,,,,,,,,183.0,,106.0,,,,,,6.0,,,,,,,,46.0,,
105543,,,,,,,,95.0,,59.0,,,,,,3.0,,,,,,,,23.0,,
105589,,,,,,,,195.0,,105.0,,,,,,27.0,2.0,3.0,1.0,,,6.0,13.0,34.0,1.0,
105659,,,,,,,,45.0,,25.0,,,,,,8.0,,,,,,,4.0,5.0,3.0,
105668,,,,,,,,830.0,,274.0,4.0,,,,,136.0,146.0,47.0,29.0,2.0,,27.0,,98.0,4.0,4.0
105677,,,,,,,,9.0,,7.0,,,,,,,,,,,,,,,,
105747,,,,,,,,520.0,,260.0,1.0,,,,,48.0,64.0,19.0,13.0,1.0,,15.0,,52.0,8.0,2.0
105792,,,,,,,,294.0,,126.0,2.0,,,,,28.0,52.0,11.0,5.0,1.0,,17.0,,27.0,2.0,1.0
105899,,,,,,,,180.0,,46.0,,,,,,13.0,2.0,6.0,55.0,5.0,,17.0,6.0,27.0,,
106041,,,,,,,,100.0,,45.0,,,,,,11.0,39.0,1.0,,,,,,1.0,3.0,
106111,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
106148,,,,,,,,493.0,,168.0,,,,,,72.0,27.0,24.0,36.0,4.0,,38.0,,62.0,16.0,1.0
106245,,,,,,,,1229.0,,452.0,,,,,,197.0,51.0,174.0,26.0,1.0,,68.0,,74.0,7.0,3.0
106263,,,,,,,,4733.0,,219.0,321.0,6.0,,,,1053.0,266.0,233.0,208.0,557.0,,448.0,46.0,314.0,95.0,2.0
106306,,,,,,,,81.0,,16.0,,,,,,9.0,1.0,2.0,10.0,,,14.0,,12.0,,1.0
106315,,,,,,,,11.0,,5.0,,,,,,5.0,,,,,,,,0.0,,
106324,,,,,,,,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
106342,,,,,,,,186.0,,58.0,,,,,,13.0,10.0,3.0,44.0,2.0,,25.0,,14.0,,2.0
106351,,,,,,,,10.0,,5.0,,,,,,1.0,2.0,,,,,1.0,,1.0,,
106360,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
106397,,,,,,,,5080.0,,1329.0,20.0,69.0,,,,519.0,711.0,830.0,91.0,46.0,,315.0,6.0,608.0,84.0,53.0
106412,,,,,,,,630.0,,169.0,17.0,29.0,,,,41.0,28.0,30.0,71.0,2.0,,69.0,,117.0,18.0,5.0
106449,,,,,,,,303.0,,120.0,,,,,,28.0,13.0,12.0,36.0,,,11.0,2.0,51.0,11.0,
106458,,,,,,,,1695.0,,598.0,,,,,,221.0,263.0,69.0,97.0,7.0,,111.0,2.0,141.0,98.0,5.0
106467,,,,,,,,954.0,,441.0,,,,,,65.0,38.0,41.0,70.0,7.0,,87.0,1.0,134.0,24.0,
106485,,,,,,,,391.0,,165.0,,,,,,15.0,10.0,16.0,29.0,1.0,,35.0,5.0,76.0,26.0,5.0
106494,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
106546,,,,,,,,86.0,,60.0,,,,,,8.0,,2.0,1.0,,,0.0,1.0,12.0,0.0,
106625,,,,,,,,161.0,,71.0,,,,,,5.0,6.0,7.0,15.0,,,17.0,,20.0,,
106704,,,,,,,,1412.0,,576.0,,,,,,143.0,37.0,66.0,108.0,9.0,,136.0,,161.0,68.0,9.0
106713,,,,,,,,112.0,,52.0,,,,,,16.0,4.0,2.0,10.0,,,10.0,,6.0,,2.0
106795,,,,,,,,134.0,,56.0,,2.0,,,,5.0,9.0,3.0,4.0,,,6.0,,5.0,9.0,
106810,,,,,,,,48.0,,18.0,,,,,,8.0,2.0,,10.0,,,1.0,,2.0,3.0,
106883,,,,,,,,143.0,,57.0,,,,,,6.0,7.0,6.0,7.0,,,14.0,1.0,16.0,,
106892,,,,,,,,12.0,,6.0,,,,,,1.0,2.0,,,,,,1.0,2.0,,
106908,,,,,,,,37.0,,15.0,,,,,,9.0,,,,,,6.0,5.0,,,
106980,,,,,,,,228.0,,104.0,,,,,,24.0,21.0,19.0,26.0,,,11.0,2.0,11.0,,
106999,,,,,,,,121.0,,61.0,1.0,,,,,19.0,5.0,5.0,3.0,,,2.0,1.0,19.0,1.0,
107044,,,,,,,,866.0,,342.0,,,,,,45.0,65.0,32.0,55.0,5.0,,48.0,,133.0,36.0,6.0
107071,,,,,,,,413.0,,192.0,,,,,,25.0,18.0,13.0,68.0,2.0,,12.0,,65.0,5.0,
107080,,,,,,,,369.0,,108.0,,,,,,32.0,22.0,9.0,44.0,1.0,,92.0,2.0,32.0,9.0,7.0
107099,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,,
107123,,,,,,,,7.0,,4.0,,,,,,1.0,,,,,,,,2.0,,
107141,,,,,,,,335.0,,105.0,,,,,,35.0,17.0,14.0,55.0,2.0,,34.0,,35.0,9.0,2.0
107220,,,,,,,,35.0,,21.0,,,,,,9.0,,,,,,,,5.0,,
107293,,,,,,,,7.0,,3.0,,,,,,1.0,1.0,,,,,,,2.0,,
107318,,,,,,,,153.0,,55.0,,,,,,22.0,11.0,4.0,27.0,,,8.0,,14.0,4.0,0.0
107327,,,,,,,,177.0,,48.0,,,,,,18.0,2.0,6.0,40.0,,,24.0,,25.0,,1.0
107442,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
107460,,,,,,,,228.0,,83.0,,,,,,25.0,13.0,6.0,13.0,1.0,,15.0,,22.0,8.0,
107488,,,,,,,,64.0,,32.0,,,,,,12.0,1.0,2.0,,,,,,9.0,3.0,
107512,,,,,,,,321.0,,117.0,,,,,,26.0,12.0,12.0,50.0,4.0,,39.0,,27.0,22.0,1.0
107521,,,,,,,,118.0,,42.0,,,,,,21.0,6.0,6.0,8.0,,,1.0,,18.0,5.0,
107549,,,,,,,,115.0,,49.0,,,,,,7.0,4.0,2.0,1.0,2.0,,,,5.0,13.0,
107558,,,,,,,,169.0,,52.0,,,,,,23.0,4.0,2.0,24.0,2.0,,4.0,,16.0,19.0,
107585,,,,,,,,170.0,,66.0,,,,,,21.0,4.0,4.0,4.0,,,6.0,,22.0,13.0,
107600,,,,,,,,159.0,,59.0,,,,,,14.0,16.0,4.0,7.0,1.0,,26.0,1.0,16.0,,
107619,,,,,,,,186.0,,60.0,1.0,,,,,18.0,10.0,4.0,4.0,,,26.0,,36.0,,
107637,,,,,,,,144.0,,55.0,,,,,,20.0,4.0,3.0,12.0,,,8.0,2.0,29.0,5.0,
107655,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,
107664,,,,,,,,398.0,,223.0,,,,,,23.0,21.0,14.0,,,,14.0,,46.0,10.0,
107725,,,,,,,,139.0,,56.0,,,,,,14.0,,2.0,,,,3.0,,24.0,,
107743,,,,,,,,106.0,,30.0,,,,,,5.0,2.0,4.0,11.0,,,11.0,1.0,13.0,,
107789,,,,,,,,8.0,,4.0,,,,,,1.0,,,,,,,0.0,2.0,,
107831,,,,,,,,6.0,,3.0,,,,,,2.0,1.0,,,,,,,,,
107840,,,,,,,,58.0,,32.0,,,,,,4.0,3.0,1.0,1.0,,,4.0,,4.0,1.0,
107877,,,,,,,,124.0,,37.0,,,,,,12.0,9.0,2.0,17.0,3.0,,19.0,6.0,8.0,4.0,2.0
107974,,,,,,,,162.0,,61.0,,,,,,13.0,8.0,3.0,1.0,,,5.0,2.0,26.0,11.0,
107983,,,,,,,,407.0,,182.0,,11.0,,,,36.0,11.0,13.0,16.0,4.0,,21.0,,63.0,13.0,
107992,,,,,,,,169.0,,64.0,,,,,,19.0,3.0,5.0,6.0,,,21.0,,29.0,6.0,
108056,,,,,,,,74.0,,,,,,,,7.0,15.0,29.0,10.0,,,3.0,,10.0,,
108065,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
108092,,,,,,,,553.0,,262.0,,,,,,21.0,52.0,26.0,28.0,,,16.0,,47.0,17.0,
108232,,,,,,,,1115.0,,402.0,,,,,,140.0,78.0,38.0,114.0,,,36.0,3.0,83.0,4.0,38.0
108269,,,,,,,,25.0,,9.0,,6.0,,,,3.0,0.0,,,,,,,6.0,,
108667,,,,,,,,161.0,,92.0,,,,,,16.0,12.0,3.0,6.0,,,9.0,,14.0,,
108807,,,,,,,,581.0,,292.0,,,,,,33.0,56.0,17.0,37.0,2.0,,45.0,,72.0,,
108852,,,,,,,,47.0,,20.0,,,,,,10.0,4.0,1.0,1.0,,,1.0,4.0,5.0,,
108861,,,,,,,,18.0,,7.0,,,,,,2.0,2.0,,,,,0.0,,1.0,2.0,
108870,,,,,,,,278.0,,46.0,,,,,,44.0,16.0,6.0,82.0,,,24.0,,28.0,2.0,4.0
108977,,,,,,,,15.0,,7.0,,,,,,2.0,2.0,,,,,,1.0,1.0,,
109040,,,,,,,,106.0,,39.0,,,,,,26.0,4.0,1.0,3.0,,,,,21.0,1.0,
109086,,,,,,,,72.0,,11.0,2.0,,,,,9.0,5.0,2.0,8.0,,,7.0,8.0,18.0,,
109208,,,,,,,,870.0,,538.0,,,,,,33.0,20.0,17.0,32.0,1.0,,34.0,,124.0,,
109350,,,,,,,,697.0,,375.0,,,,,,48.0,22.0,12.0,14.0,,,55.0,1.0,125.0,,4.0
109651,,,,,,,,556.0,,246.0,,,,,,124.0,20.0,25.0,30.0,,,11.0,,58.0,1.0,24.0
109721,,,,,,,,12.0,,2.0,,,,,,1.0,1.0,,,,,1.0,3.0,,,
109730,,,,,,,,4.0,,1.0,,,,,,0.0,1.0,,,,,,1.0,,,
109785,,,,,,,,1489.0,,655.0,5.0,,,,,52.0,112.0,94.0,110.0,18.0,,74.0,2.0,218.0,21.0,9.0
109819,,,,,,,,794.0,,467.0,,,,,,79.0,26.0,7.0,36.0,1.0,,41.0,,92.0,,
109907,,,,,,,,187.0,,87.0,3.0,,,,,27.0,12.0,6.0,,1.0,,6.0,,9.0,3.0,
109934,,,,,,,,26.0,,13.0,,,,,,1.0,,,,,,,,3.0,0.0,
110060,,,,,,,,40.0,,25.0,,,,,,2.0,1.0,1.0,3.0,,,,,,,
110097,,,,,,,,885.0,,212.0,,,,,,138.0,18.0,48.0,74.0,13.0,,44.0,,273.0,31.0,5.0
110194,,,,,,,,20.0,,13.0,,,,,,5.0,,,,,,,,2.0,,
110219,,,,,,,,147.0,,35.0,,,,,,24.0,9.0,3.0,,,,,,2.0,,
110246,,,,,,,,717.0,,330.0,,,,,,101.0,13.0,26.0,9.0,,,58.0,,178.0,,
110316,,,,,,,,226.0,,104.0,,,,,,33.0,14.0,9.0,4.0,,,,,35.0,1.0,
110334,,,,,,,,562.0,,297.0,,,,,,45.0,36.0,15.0,19.0,,,36.0,,97.0,,
110361,,,,,,,,1093.0,,517.0,,,,,,68.0,55.0,37.0,127.0,5.0,,45.0,10.0,113.0,36.0,19.0
110370,,,,,,,,470.0,,197.0,2.0,28.0,,,,57.0,25.0,36.0,20.0,,,24.0,,45.0,10.0,10.0
110398,,,,,,,,263.0,,94.0,17.0,,,,,26.0,21.0,13.0,22.0,1.0,,,,26.0,,4.0
110404,,,,,,,,3117.0,,369.0,600.0,,,,,316.0,266.0,691.0,92.0,6.0,,271.0,,332.0,127.0,10.0
110413,,,,,,,,684.0,,274.0,,,,,,62.0,21.0,20.0,85.0,2.0,,55.0,,93.0,13.0,
110422,,,,,,,,2529.0,,1009.0,2.0,,,,,95.0,276.0,196.0,282.0,38.0,,209.0,,216.0,113.0,36.0
110468,,,,,,,,396.0,,193.0,,3.0,,,,43.0,20.0,12.0,1.0,7.0,,6.0,,26.0,2.0,
110486,,,,,,,,1058.0,,453.0,,,,,,42.0,101.0,58.0,163.0,14.0,,57.0,,107.0,25.0,3.0
110495,,,,,,,,1052.0,,470.0,,,,,,37.0,124.0,65.0,100.0,12.0,,49.0,,129.0,29.0,11.0
110501,,,,,,,,670.0,,,,,,,,70.0,308.0,201.0,45.0,,,9.0,,28.0,4.0,4.0
110510,,,,,,,,1744.0,,660.0,,,,,,50.0,199.0,130.0,205.0,12.0,,109.0,,272.0,35.0,19.0
110529,,,,,,,,2103.0,,917.0,,,,,,78.0,260.0,131.0,213.0,22.0,,140.0,,199.0,68.0,15.0
110538,,,,,,,,1607.0,,646.0,,,,,,51.0,136.0,118.0,179.0,23.0,,119.0,,202.0,69.0,18.0
110547,,,,,,,,1366.0,,596.0,,,,,,47.0,149.0,76.0,170.0,10.0,,79.0,,144.0,34.0,14.0
110556,,,,,,,,2057.0,,1004.0,,,,,,51.0,190.0,113.0,240.0,16.0,,129.0,,173.0,66.0,15.0
110565,,,,,,,,2928.0,,1351.0,,,,,,81.0,366.0,197.0,288.0,30.0,,144.0,,301.0,67.0,30.0
110574,,,,,,,,1403.0,,538.0,0.0,,,,,43.0,204.0,89.0,179.0,11.0,,85.0,,160.0,31.0,16.0
110583,,,,,,,,3178.0,,1494.0,1.0,,,,,62.0,322.0,191.0,333.0,28.0,,170.0,,357.0,98.0,25.0
110592,,,,,,,,2058.0,,981.0,,,,,,63.0,214.0,116.0,166.0,16.0,,117.0,,251.0,65.0,14.0
110608,,,,,,,,2957.0,,1252.0,11.0,,,,,75.0,379.0,212.0,315.0,23.0,,177.0,,317.0,93.0,24.0
110617,,,,,,,,2552.0,,1116.0,1.0,,,,,78.0,308.0,161.0,279.0,19.0,,138.0,,291.0,54.0,27.0
110635,,,,,,,,10936.0,,2132.0,1353.0,43.0,,,,673.0,1791.0,1072.0,555.0,171.0,,835.0,,945.0,238.0,58.0
110644,,,,,,,,12725.0,,2827.0,1380.0,10.0,,,,566.0,1326.0,1807.0,484.0,708.0,,1143.0,8.0,1350.0,319.0,79.0
110653,,,,,,,,8629.0,,2265.0,901.0,9.0,,,,449.0,1325.0,805.0,282.0,428.0,,638.0,2.0,742.0,156.0,60.0
110662,,,,,,,,23235.0,,4524.0,1262.0,25.0,,,,1099.0,4903.0,2081.0,648.0,1836.0,,2760.0,20.0,2508.0,468.0,239.0
110671,,,,,,,,4158.0,,1104.0,367.0,5.0,,,,238.0,519.0,305.0,146.0,105.0,,375.0,3.0,440.0,123.0,32.0
110680,,,,,,,,14959.0,,3010.0,1466.0,21.0,,,,564.0,1778.0,2292.0,598.0,1127.0,,1459.0,12.0,1446.0,289.0,105.0
110699,,,,,,,,12510.0,,3083.0,1809.0,,,,,666.0,1708.0,2041.0,602.0,719.0,,539.0,8.0,1067.0,57.0,87.0
110705,,,,,,,,4847.0,,1147.0,473.0,1.0,,,,349.0,539.0,468.0,151.0,83.0,,490.0,3.0,536.0,143.0,62.0
110714,,,,,,,,3573.0,,765.0,312.0,,,,,242.0,430.0,368.0,86.0,55.0,,387.0,2.0,413.0,89.0,43.0
110778,,,,,,,,47.0,,21.0,,,,,,8.0,2.0,1.0,,,,1.0,,1.0,,
110875,,,,,,,,9.0,,4.0,,,,,,2.0,1.0,,,,,,,1.0,,
110918,,,,,,,,10.0,,4.0,,,,,,1.0,0.0,,,,,0.0,1.0,0.0,,
111045,,,,,,,,8.0,,6.0,,,,,,1.0,,,,,,,,,,
111054,,,,,,,,14.0,,7.0,,,,,,1.0,1.0,,,,,,,5.0,,
111081,,,,,,,,401.0,,181.0,,,,,,74.0,7.0,9.0,34.0,0.0,,26.0,,52.0,4.0,
111188,,,,,,,,291.0,,71.0,,,,,,27.0,54.0,17.0,29.0,2.0,,46.0,1.0,18.0,9.0,7.0
111391,,,,,,,,161.0,,51.0,,,,,,20.0,16.0,7.0,23.0,,,1.0,,31.0,3.0,
111434,,,,,,,,227.0,,122.0,,,,,,12.0,7.0,,8.0,,,2.0,,68.0,,
111461,,,,,,,,839.0,,415.0,3.0,26.0,,,,58.0,55.0,41.0,25.0,6.0,,47.0,,37.0,17.0,7.0
111513,,,,,,,,16.0,,8.0,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,,
111638,,,,,,,,32.0,,12.0,,,,,,3.0,3.0,1.0,,,,1.0,,12.0,,
111708,,,,,,,,15.0,,9.0,,,,,,1.0,,,,,,0.0,1.0,1.0,,
