UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
101453,,,,,,,,28.0,,4.0,,,,,,9.0,6.0,1.0,,,,1.0,,4.0,1.0,
101462,,,,,,,,98.0,,46.0,,,,,,5.0,6.0,4.0,,,,3.0,,15.0,,
101471,,,,,,,,120.0,,39.0,,,,,,9.0,9.0,2.0,3.0,,,3.0,,17.0,0.0,1.0
101480,,,,,,,,961.0,,368.0,,,,,,105.0,14.0,46.0,102.0,1.0,,126.0,,130.0,37.0,6.0
101499,,,,,,,,96.0,,46.0,,,,,,11.0,2.0,3.0,0.0,,,7.0,,13.0,,
101505,,,,,,,,496.0,,250.0,,,,,,9.0,14.0,6.0,11.0,,,42.0,1.0,102.0,6.0,
101514,,,,,,,,521.0,,254.0,,,,,,38.0,6.0,27.0,28.0,,,28.0,,98.0,10.0,
101541,,,,,,,,108.0,,41.0,,2.0,,,,6.0,3.0,3.0,2.0,4.0,,15.0,1.0,11.0,4.0,
101569,,,,,,,,292.0,,126.0,,,,,,27.0,7.0,5.0,12.0,0.0,,24.0,5.0,62.0,3.0,1.0
101587,,,,,,,,489.0,,161.0,2.0,4.0,,,,38.0,31.0,14.0,54.0,,,58.0,,85.0,22.0,4.0
101602,,,,,,,,152.0,,73.0,,,,,,11.0,11.0,4.0,12.0,,,7.0,,26.0,1.0,0.0
101648,,,,,,,,116.0,,22.0,,,,,,13.0,6.0,1.0,6.0,1.0,,20.0,2.0,16.0,4.0,3.0
101675,,,,,,,,271.0,,91.0,,,,,,21.0,8.0,5.0,32.0,3.0,,55.0,,48.0,,
101693,,,,,,,,226.0,,99.0,,,,,,24.0,12.0,6.0,38.0,1.0,,8.0,,33.0,,
101709,,,,,,,,518.0,,172.0,,,,,,51.0,15.0,10.0,81.0,6.0,,60.0,,68.0,28.0,0.0
101736,,,,,,,,290.0,,104.0,,,,,,28.0,5.0,6.0,15.0,,,24.0,,49.0,,
101879,,,,,,,,725.0,,284.0,,,,,,53.0,30.0,24.0,43.0,9.0,,89.0,,97.0,26.0,6.0
101897,,,,,,,,197.0,,91.0,,,,,,7.0,2.0,3.0,12.0,,,10.0,4.0,32.0,4.0,
101912,,,,,,,,352.0,,117.0,2.0,1.0,,,,44.0,27.0,29.0,13.0,4.0,,33.0,0.0,48.0,15.0,2.0
101949,,,,,,,,135.0,,50.0,,,,,,11.0,1.0,2.0,1.0,,,6.0,,25.0,,
101958,,,,,,,,4.0,,1.0,,,,,,,,0.0,,,,,,3.0,,
101994,,,,,,,,53.0,,25.0,,,,,,4.0,2.0,2.0,2.0,,,4.0,,5.0,,
102030,,,,,,,,242.0,,103.0,,,,,,15.0,,3.0,6.0,,,23.0,,57.0,,0.0
102049,,,,,,,,1079.0,,412.0,,,,,,115.0,53.0,46.0,132.0,27.0,,31.0,6.0,202.0,17.0,2.0
102058,,,,,,,,66.0,,18.0,,1.0,,,,,4.0,2.0,7.0,8.0,,2.0,,7.0,6.0,
102067,,,,,,,,342.0,,131.0,,,,,,54.0,1.0,13.0,3.0,,,7.0,,96.0,20.0,
102076,,,,,,,,156.0,,78.0,,,,,,18.0,2.0,3.0,9.0,,,12.0,,32.0,,
102094,,,,,,,,2797.0,,922.0,,,,,,183.0,153.0,129.0,90.0,207.0,,247.0,8.0,517.0,106.0,10.0
102234,,,,,,,,323.0,,102.0,,1.0,,,,41.0,10.0,9.0,40.0,1.0,,45.0,2.0,37.0,18.0,2.0
102261,,,,,,,,33.0,,14.0,,,,,,3.0,1.0,,,,,,,1.0,2.0,
102270,,,,,,,,136.0,,47.0,,,,,,10.0,9.0,2.0,22.0,1.0,,28.0,,10.0,,
102298,,,,,,,,148.0,,51.0,,,,,,35.0,2.0,2.0,12.0,1.0,,19.0,1.0,14.0,8.0,2.0
102313,,,,,,,,147.0,,68.0,,,,,,15.0,7.0,3.0,,,,5.0,,25.0,,
102368,,,,,,,,2032.0,,764.0,,,,,,239.0,65.0,70.0,204.0,7.0,,60.0,46.0,333.0,3.0,7.0
102377,,,,,,,,625.0,,263.0,21.0,4.0,,,,18.0,42.0,11.0,56.0,2.0,,29.0,1.0,72.0,8.0,
102395,,,,,,,,47.0,,12.0,,,,,,8.0,1.0,4.0,4.0,,,,,5.0,1.0,1.0
102429,,,,,,,,426.0,,198.0,,,,,,37.0,17.0,7.0,24.0,,,43.0,,57.0,,
102553,,,,,,,,1841.0,,898.0,89.0,88.0,,,,120.0,19.0,74.0,68.0,5.0,,30.0,14.0,293.0,72.0,5.0
102580,,,,,,,,12.0,,4.0,,,,,,2.0,0.0,,,,,1.0,,,1.0,
102614,,,,,,,,2089.0,,608.0,551.0,142.0,,,,169.0,57.0,60.0,74.0,8.0,,31.0,,227.0,98.0,17.0
102632,,,,,,,,342.0,,156.0,6.0,2.0,,,,47.0,10.0,16.0,7.0,1.0,,21.0,,56.0,12.0,
102669,,,,,,,,121.0,,46.0,3.0,2.0,,,,12.0,6.0,7.0,9.0,,,4.0,2.0,9.0,,
102711,,,,,,,,69.0,,30.0,,,,,,1.0,,3.0,3.0,,,15.0,,11.0,5.0,
102845,,,,,,,,201.0,,137.0,,,,,,20.0,1.0,3.0,,,,3.0,,33.0,,
103501,,,,,,,,44.0,,15.0,,,,,,6.0,2.0,2.0,,,,,,18.0,,1.0
103529,,,,,,,,174.0,,,,,,,,50.0,35.0,42.0,5.0,,,,1.0,41.0,,
103741,,,,,,,,7.0,,4.0,,,,,,1.0,,,,,,,,1.0,,
103778,,,,,,,,129.0,,23.0,,,,,,56.0,14.0,9.0,5.0,,,,,17.0,,
103811,,,,,,,,77.0,,34.0,,,,,,7.0,7.0,,,,,,24.0,4.0,,
103893,,,,,,,,37.0,,13.0,,,,,,8.0,,4.0,,,,,,1.0,,
103909,,,,,,,,48.0,,14.0,,,,,,16.0,,1.0,,,,1.0,,3.0,,
103927,,,,,,,,25.0,,8.0,,,,,,9.0,,,,,,,,2.0,,
103945,,,,,,,,20.0,,6.0,,,,,,1.0,3.0,1.0,,,,,4.0,0.0,,
103954,,,,,,,,6.0,,3.0,,,,,,2.0,,,,,,,,1.0,,
103963,,,,,,,,70.0,,31.0,,,,,,7.0,5.0,,,,,5.0,8.0,8.0,,
104090,,,,,,,,123.0,,73.0,,,,,,,10.0,1.0,,,,,13.0,4.0,1.0,
104151,,,,,,,,7694.0,,1987.0,127.0,,,,,1123.0,952.0,1238.0,682.0,54.0,,209.0,20.0,808.0,183.0,56.0
104160,,,,,,,,697.0,,236.0,3.0,7.0,,,,47.0,11.0,27.0,67.0,1.0,,66.0,,135.0,17.0,4.0
104179,,,,,,,,10877.0,,2142.0,743.0,91.0,,,,206.0,1550.0,1531.0,600.0,156.0,,930.0,51.0,1325.0,328.0,127.0
104188,,,,,,,,22.0,,11.0,,,,,,4.0,1.0,1.0,,,,,,2.0,1.0,
104346,,,,,,,,535.0,,195.0,,,,,,50.0,12.0,44.0,22.0,13.0,,46.0,,75.0,,
104364,,,,,,,,23.0,,15.0,,,,,,3.0,,,,,,,,1.0,,
104391,,,,,,,,14.0,,6.0,,,,,,2.0,2.0,,,,,,,2.0,,
104425,,,,,,,,468.0,,173.0,,,,,,62.0,16.0,20.0,37.0,3.0,,30.0,,65.0,21.0,
104434,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
104443,,,,,,,,6.0,,4.0,,,,,,1.0,,,,,,,,,,
104504,,,,,,,,11.0,,4.0,,,,,,1.0,2.0,,,,,,2.0,1.0,,
104568,,,,,,,,26.0,,16.0,,,,,,3.0,1.0,,,,,,3.0,3.0,0.0,
104577,,,,,,,,408.0,,178.0,,,,,,18.0,13.0,11.0,18.0,1.0,,49.0,,83.0,,
104586,,,,,,,,363.0,,127.0,,,,,,41.0,19.0,4.0,15.0,1.0,,12.0,,32.0,10.0,45.0
104665,,,,,,,,12.0,,4.0,,,,,,4.0,,,,,,,,3.0,,
104708,,,,,,,,918.0,,487.0,,,,,,37.0,14.0,25.0,43.0,3.0,,49.0,,220.0,15.0,1.0
104717,,,,,,,,5360.0,,1819.0,,,,,,450.0,240.0,168.0,1421.0,27.0,,331.0,3.0,179.0,127.0,4.0
104911,,,,,,,,23.0,,7.0,,,,,,2.0,5.0,,0.0,,,2.0,2.0,2.0,,
105136,,,,,,,,446.0,,,,,,,,100.0,104.0,64.0,16.0,,,7.0,,133.0,9.0,
105145,,,,,,,,415.0,,189.0,,,,,,29.0,11.0,12.0,36.0,1.0,,11.0,,95.0,4.0,
105154,,,,,,,,1019.0,,522.0,,,,,,41.0,27.0,28.0,72.0,5.0,,33.0,,236.0,19.0,
105206,,,,,,,,335.0,,150.0,,,,,,38.0,9.0,15.0,3.0,,,23.0,,77.0,,1.0
105215,,,,,,,,115.0,,58.0,,,,,,12.0,36.0,1.0,,,,,,4.0,4.0,
105297,,,,,,,,281.0,,86.0,,29.0,,,,6.0,11.0,14.0,7.0,,,,,49.0,34.0,
105330,,,,,,,,3279.0,,1271.0,13.0,,,,,115.0,470.0,353.0,215.0,26.0,,196.0,,239.0,94.0,28.0
105349,,,,,,,,285.0,,102.0,,,,,,18.0,20.0,19.0,13.0,,,12.0,2.0,38.0,11.0,1.0
105367,,,,,,,,43.0,,19.0,,,,,,5.0,3.0,1.0,,,,,7.0,1.0,,
105428,,,,,,,,615.0,,329.0,,,,,,26.0,11.0,11.0,49.0,8.0,,21.0,,123.0,11.0,
105482,,,,,,,,15.0,,6.0,,,,,,2.0,1.0,,,,,,1.0,2.0,,
105525,,,,,,,,1818.0,,549.0,,,,,,91.0,105.0,145.0,61.0,1.0,,132.0,,117.0,,23.0
105534,,,,,,,,100.0,,51.0,,,,,,5.0,,,,,,,,31.0,,
105543,,,,,,,,69.0,,43.0,,,,,,3.0,,,,,,,,19.0,,
105589,,,,,,,,152.0,,79.0,,,,,,20.0,3.0,3.0,2.0,,,9.0,11.0,17.0,1.0,
105659,,,,,,,,41.0,,21.0,,,,,,6.0,,,,,,,5.0,9.0,,
105668,,,,,,,,853.0,,261.0,,,,,,63.0,21.0,31.0,94.0,4.0,,15.0,,245.0,11.0,3.0
105677,,,,,,,,10.0,,8.0,,,,,,,,,,,,,,,,
105701,,,,,,,,15.0,,3.0,,,,,,3.0,,,,3.0,,3.0,,,,
105747,,,,,,,,525.0,,273.0,,,,,,22.0,10.0,18.0,38.0,1.0,,27.0,,113.0,7.0,
105792,,,,,,,,276.0,,122.0,,,,,,19.0,7.0,11.0,20.0,1.0,,19.0,,61.0,4.0,
105899,,,,,,,,126.0,,39.0,,,,,,16.0,6.0,2.0,34.0,3.0,,8.0,,9.0,1.0,
105987,,,,,,,,15.0,,9.0,,,,,,3.0,1.0,,,,,,,1.0,,
106041,,,,,,,,147.0,,68.0,,,,,,16.0,54.0,1.0,,,,,,4.0,4.0,
106102,,,,,,,,144.0,,75.0,,,,,,18.0,5.0,10.0,15.0,,,,,17.0,,
106111,,,,,,,,6.0,,5.0,,,,,,,,,,,,,,,,
106148,,,,,,,,443.0,,127.0,,,,,,58.0,19.0,23.0,29.0,7.0,,40.0,,62.0,18.0,1.0
106245,,,,,,,,1504.0,,528.0,,,,,,127.0,52.0,116.0,130.0,4.0,,113.0,4.0,251.0,40.0,7.0
106263,,,,,,,,4880.0,,208.0,246.0,14.0,,,,1010.0,333.0,253.0,214.0,453.0,,376.0,,379.0,101.0,8.0
106306,,,,,,,,146.0,,37.0,,,,,,13.0,3.0,,16.0,,,27.0,,9.0,4.0,2.0
106315,,,,,,,,7.0,,3.0,,,,,,2.0,1.0,,,,,,,,,
106324,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
106342,,,,,,,,151.0,,46.0,1.0,,,,,26.0,8.0,1.0,24.0,4.0,,7.0,,18.0,,
106351,,,,,,,,13.0,,2.0,,,,,,7.0,,,,,,,,4.0,,
106360,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
106397,,,,,,,,5127.0,,1249.0,16.0,65.0,,,,529.0,299.0,690.0,268.0,47.0,,315.0,20.0,816.0,264.0,49.0
106412,,,,,,,,632.0,,176.0,14.0,32.0,,,,38.0,29.0,38.0,48.0,2.0,,64.0,1.0,123.0,20.0,4.0
106449,,,,,,,,353.0,,158.0,,,,,,33.0,19.0,12.0,18.0,,,12.0,1.0,48.0,16.0,1.0
106458,,,,,,,,1598.0,,555.0,17.0,,,,,210.0,241.0,65.0,65.0,10.0,,98.0,1.0,151.0,102.0,5.0
106467,,,,,,,,1015.0,,451.0,,,,,,60.0,44.0,43.0,65.0,6.0,,114.0,3.0,154.0,28.0,
106485,,,,,,,,418.0,,177.0,,,,,,28.0,24.0,14.0,27.0,1.0,,33.0,,74.0,24.0,4.0
106494,,,,,,,,10.0,,3.0,,,,,,5.0,,,,,,,,1.0,,
106546,,,,,,,,90.0,,60.0,,,,,,8.0,,2.0,1.0,,,3.0,1.0,14.0,0.0,
106625,,,,,,,,197.0,,82.0,,,,,,6.0,6.0,7.0,18.0,,,28.0,,33.0,,
106704,,,,,,,,1529.0,,605.0,,,,,,133.0,41.0,58.0,105.0,10.0,,154.0,,194.0,93.0,18.0
106713,,,,,,,,129.0,,51.0,,,,,,16.0,4.0,2.0,11.0,,,15.0,,13.0,,1.0
106795,,,,,,,,160.0,,51.0,,2.0,,,,20.0,7.0,3.0,3.0,,,,,51.0,21.0,
106810,,,,,,,,38.0,,19.0,,,,,,4.0,,,,,,8.0,,3.0,2.0,
106829,,,,,,,,54.0,,30.0,,,,,,2.0,2.0,2.0,,,,5.0,,4.0,,3.0
106883,,,,,,,,142.0,,50.0,,,,,,17.0,6.0,4.0,11.0,,,14.0,2.0,18.0,,
106892,,,,,,,,13.0,,7.0,,,,,,1.0,1.0,,,,,,1.0,3.0,,
106908,,,,,,,,46.0,,19.0,,,,,,7.0,4.0,,,,,0.0,7.0,8.0,,
106980,,,,,,,,239.0,,119.0,,,,,,21.0,22.0,18.0,22.0,,,16.0,2.0,12.0,,
106999,,,,,,,,125.0,,51.0,1.0,,,,,25.0,4.0,5.0,2.0,,,5.0,1.0,22.0,1.0,
107044,,,,,,,,950.0,,362.0,,,,,,49.0,58.0,28.0,44.0,14.0,,55.0,1.0,167.0,38.0,10.0
107071,,,,,,,,450.0,,201.0,,7.0,,,,43.0,12.0,11.0,65.0,5.0,,12.0,,89.0,,
107080,,,,,,,,417.0,,121.0,,,,,,36.0,23.0,14.0,57.0,4.0,,90.0,2.0,33.0,11.0,5.0
107099,,,,,,,,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
107123,,,,,,,,10.0,,8.0,,,,,,,,,,,,,,2.0,,
107141,,,,,,,,414.0,,128.0,,,,,,50.0,20.0,23.0,50.0,2.0,,44.0,,51.0,11.0,4.0
107211,,,,,,,,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,,
107220,,,,,,,,41.0,,29.0,,,,,,7.0,,,,,,,,5.0,,
107293,,,,,,,,12.0,,5.0,,,,,,1.0,1.0,,,,,,,4.0,,
107318,,,,,,,,191.0,,72.0,,,,,,22.0,8.0,7.0,25.0,,,15.0,,33.0,,1.0
107327,,,,,,,,206.0,,62.0,,,,,,20.0,2.0,7.0,36.0,,,27.0,,38.0,,
107442,,,,,,,,7.0,,3.0,,,,,,2.0,,,,,,,,2.0,,
107460,,,,,,,,220.0,,83.0,,,,,,25.0,9.0,6.0,12.0,,,10.0,,26.0,8.0,
107488,,,,,,,,66.0,,34.0,,,,,,10.0,2.0,3.0,,,,,,9.0,3.0,
107512,,,,,,,,295.0,,111.0,1.0,,,,,27.0,12.0,8.0,34.0,2.0,,27.0,,29.0,23.0,
107521,,,,,,,,133.0,,64.0,,,,,,22.0,7.0,4.0,,,,2.0,,21.0,5.0,
107549,,,,,,,,124.0,,52.0,,,,,,9.0,8.0,3.0,1.0,1.0,,4.0,,20.0,11.0,
107558,,,,,,,,146.0,,48.0,,,,,,17.0,6.0,3.0,27.0,2.0,,8.0,,17.0,,
107585,,,,,,,,161.0,,69.0,,,,,,25.0,9.0,6.0,2.0,,,5.0,,21.0,5.0,
107600,,,,,,,,148.0,,46.0,,,,,,21.0,5.0,3.0,13.0,1.0,,27.0,,21.0,2.0,
107619,,,,,,,,232.0,,74.0,1.0,,,,,21.0,12.0,6.0,8.0,,,34.0,,42.0,,
107637,,,,,,,,162.0,,66.0,,,,,,21.0,4.0,6.0,12.0,,,10.0,2.0,29.0,5.0,
107655,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
107664,,,,,,,,472.0,,219.0,2.0,4.0,,,,34.0,9.0,12.0,29.0,,,37.0,,93.0,7.0,
107725,,,,,,,,146.0,,62.0,,,,,,20.0,,3.0,,,,7.0,,23.0,,
107743,,,,,,,,95.0,,37.0,,,,,,5.0,2.0,3.0,2.0,,,8.0,3.0,13.0,,
107789,,,,,,,,19.0,,8.0,,,,,,2.0,1.0,,1.0,,,1.0,3.0,2.0,,
107831,,,,,,,,6.0,,3.0,,,,,,1.0,1.0,,,,,,,1.0,,
107840,,,,,,,,57.0,,10.0,,,,,,1.0,2.0,1.0,,1.0,,,,32.0,,
107877,,,,,,,,102.0,,32.0,,,,,,17.0,5.0,1.0,10.0,2.0,,9.0,4.0,10.0,3.0,2.0
107974,,,,,,,,172.0,,70.0,,1.0,,,,16.0,9.0,6.0,20.0,,,3.0,3.0,25.0,9.0,
107983,,,,,,,,417.0,,198.0,,,,,,37.0,18.0,10.0,15.0,3.0,,22.0,,63.0,13.0,
107992,,,,,,,,121.0,,39.0,,,,,,17.0,3.0,4.0,3.0,,,12.0,,19.0,9.0,1.0
108056,,,,,,,,59.0,,,,,,,,8.0,16.0,1.0,10.0,,,3.0,,6.0,,
108065,,,,,,,,12.0,,6.0,,,,,,1.0,1.0,,,,,3.0,,1.0,,
108092,,,,,,,,595.0,,287.0,,,,,,24.0,45.0,27.0,34.0,,,20.0,,59.0,11.0,
108232,,,,,,,,1475.0,,636.0,,,,,,136.0,99.0,32.0,165.0,,,40.0,9.0,125.0,4.0,25.0
108269,,,,,,,,23.0,,11.0,,,,,,4.0,1.0,,,,,,,5.0,1.0,
108348,,,,,,,,8.0,,1.0,,,,,,2.0,,,,,,,1.0,1.0,,
108649,,,,,,,,11.0,,4.0,,,,,,2.0,1.0,,,,,,1.0,2.0,0.0,
108667,,,,,,,,197.0,,121.0,,,,,,12.0,11.0,3.0,8.0,,,9.0,,20.0,,
108807,,,,,,,,618.0,,349.0,,,,,,34.0,34.0,9.0,29.0,1.0,,47.0,,73.0,1.0,
108852,,,,,,,,51.0,,22.0,,,,,,12.0,,,,,,,,9.0,1.0,5.0
108861,,,,,,,,17.0,,9.0,,,,,,3.0,1.0,,,,,2.0,,2.0,,
108870,,,,,,,,159.0,,32.0,,,,,,35.0,13.0,13.0,23.0,,,11.0,,20.0,2.0,
108977,,,,,,,,20.0,,6.0,,,,,,4.0,1.0,,,,,0.0,,5.0,1.0,
109040,,,,,,,,95.0,,41.0,,,,,,17.0,4.0,1.0,5.0,,,,1.0,15.0,,1.0
109086,,,,,,,,159.0,,16.0,1.0,10.0,,,,24.0,4.0,2.0,41.0,,,17.0,10.0,21.0,9.0,
109208,,,,,,,,928.0,,606.0,,,,,,28.0,22.0,18.0,27.0,1.0,,31.0,,125.0,,
109350,,,,,,,,676.0,,366.0,,,,,,48.0,16.0,13.0,17.0,,,51.0,2.0,119.0,,4.0
109651,,,,,,,,479.0,,221.0,,,,,,103.0,15.0,21.0,22.0,,,10.0,,47.0,1.0,25.0
109721,,,,,,,,20.0,,6.0,,,,,,2.0,2.0,,,,,,,10.0,,
109730,,,,,,,,20.0,,4.0,,,,,,2.0,2.0,1.0,,,,1.0,3.0,3.0,,
109785,,,,,,,,1780.0,,743.0,,,,,,416.0,39.0,61.0,16.0,9.0,,68.0,,366.0,57.0,5.0
109819,,,,,,,,744.0,,391.0,,,,,,57.0,23.0,,27.0,1.0,,51.0,,162.0,,
109907,,,,,,,,174.0,,91.0,,,,,,22.0,7.0,11.0,2.0,,,9.0,,24.0,3.0,
109934,,,,,,,,25.0,,15.0,,,,,,1.0,,,,,,1.0,,3.0,,
110060,,,,,,,,35.0,,17.0,,,,,,2.0,2.0,2.0,3.0,,,,,4.0,0.0,
110097,,,,,,,,1067.0,,328.0,,,,,,129.0,27.0,39.0,90.0,16.0,,74.0,,266.0,38.0,5.0
110194,,,,,,,,18.0,,10.0,,,,,,6.0,,,,,,,,2.0,,
110219,,,,,,,,183.0,,52.0,1.0,,,,,23.0,10.0,6.0,3.0,,,,,3.0,,
110246,,,,,,,,705.0,,368.0,,,,,,73.0,15.0,31.0,7.0,,,55.0,,154.0,,
110307,,,,,,,,68.0,,36.0,,5.0,,,,10.0,,,,,,,,12.0,,
110316,,,,,,,,268.0,,127.0,,0.0,,,,26.0,11.0,6.0,8.0,,,1.0,4.0,15.0,3.0,
110334,,,,,,,,582.0,,332.0,,,,,,40.0,30.0,18.0,21.0,,,33.0,,92.0,,
110361,,,,,,,,959.0,,420.0,,,,,,94.0,59.0,29.0,103.0,4.0,,49.0,3.0,110.0,31.0,1.0
110370,,,,,,,,506.0,,231.0,,,,,,112.0,20.0,24.0,15.0,,,27.0,,36.0,7.0,
110398,,,,,,,,301.0,,85.0,,,,,,47.0,15.0,8.0,22.0,4.0,,3.0,,49.0,,4.0
110404,,,,,,,,3134.0,,346.0,663.0,,,,,308.0,278.0,638.0,92.0,7.0,,258.0,,344.0,145.0,12.0
110413,,,,,,,,656.0,,279.0,,,,,,51.0,22.0,24.0,69.0,2.0,,56.0,,83.0,14.0,
110422,,,,,,,,2399.0,,981.0,2.0,,,,,107.0,253.0,171.0,231.0,30.0,,195.0,,231.0,110.0,32.0
110468,,,,,,,,415.0,,134.0,1.0,4.0,,,,29.0,47.0,9.0,3.0,1.0,,8.0,,83.0,2.0,
110486,,,,,,,,911.0,,359.0,,,,,,48.0,69.0,47.0,155.0,11.0,,47.0,,117.0,24.0,2.0
110495,,,,,,,,909.0,,407.0,,,,,,37.0,98.0,57.0,75.0,11.0,,38.0,,127.0,25.0,10.0
110501,,,,,,,,600.0,,,,,,,,79.0,234.0,192.0,42.0,,,3.0,,46.0,4.0,
110510,,,,,,,,1653.0,,633.0,,,,,,78.0,164.0,114.0,156.0,12.0,,91.0,,288.0,44.0,19.0
110529,,,,,,,,1871.0,,814.0,,,,,,59.0,223.0,120.0,168.0,22.0,,117.0,,214.0,64.0,13.0
110538,,,,,,,,1614.0,,684.0,,,,,,52.0,125.0,103.0,156.0,25.0,,121.0,,215.0,73.0,16.0
110547,,,,,,,,1131.0,,500.0,,,,,,71.0,104.0,48.0,117.0,11.0,,66.0,,134.0,29.0,11.0
110556,,,,,,,,1982.0,,951.0,1.0,,,,,95.0,169.0,96.0,212.0,17.0,,107.0,,187.0,70.0,16.0
110565,,,,,,,,2923.0,,1372.0,,,,,,77.0,347.0,187.0,241.0,34.0,,148.0,,352.0,59.0,32.0
110574,,,,,,,,1479.0,,523.0,,,,,,53.0,203.0,95.0,186.0,19.0,,84.0,,215.0,37.0,16.0
110583,,,,,,,,3059.0,,1424.0,,,,,,104.0,292.0,172.0,287.0,22.0,,172.0,,388.0,87.0,21.0
110592,,,,,,,,1979.0,,974.0,,,,,,66.0,182.0,99.0,155.0,16.0,,113.0,,243.0,65.0,17.0
110608,,,,,,,,2959.0,,1318.0,,,,,,63.0,351.0,201.0,299.0,26.0,,146.0,,348.0,98.0,22.0
110617,,,,,,,,2378.0,,1023.0,,,,,,61.0,262.0,142.0,243.0,21.0,,137.0,,325.0,57.0,24.0
110635,,,,,,,,10629.0,,1929.0,1434.0,16.0,,,,1087.0,1355.0,1020.0,1084.0,178.0,,755.0,40.0,1005.0,209.0,91.0
110644,,,,,,,,11480.0,,2455.0,1435.0,38.0,,,,512.0,1558.0,1538.0,790.0,696.0,,746.0,38.0,1128.0,331.0,95.0
110653,,,,,,,,7337.0,,1926.0,727.0,35.0,,,,588.0,1298.0,651.0,450.0,272.0,,468.0,2.0,641.0,148.0,80.0
110662,,,,,,,,19515.0,,3839.0,1135.0,38.0,,,,1353.0,3849.0,1733.0,1100.0,1340.0,,2042.0,62.0,2169.0,436.0,205.0
